brand_name,generic_name,manufacturer,source
Mega-Bio-C-Natural-Source,Vitamin C;Bioflavonoids,Mega Lifesciences,AI-Enriched-2026
TP-Amlodipine-Besylate-10,Amlodipine,T.P. Drug Laboratories,AI-Enriched-2026
TP-Atenolol-100-Tab,Atenolol,T.P. Drug Laboratories,AI-Enriched-2026
TP-Bisoprolol-Fumarate-2.5,Bisoprolol,T.P. Drug Laboratories,AI-Enriched-2026
TP-Carvedilol-25-Tab,Carvedilol,T.P. Drug Laboratories,AI-Enriched-2026
TP-Enalapril-Maleate-20,Enalapril,T.P. Drug Laboratories,AI-Enriched-2026
TP-Losartan-Potassium-100,Losartan,T.P. Drug Laboratories,AI-Enriched-2026
TP-Metformin-HCl-850-Tab,Metformin,T.P. Drug Laboratories,AI-Enriched-2026
TP-Omeprazole-Delayed-Cap,Omeprazole,T.P. Drug Laboratories,AI-Enriched-2026
TP-Simvastatin-40-Tab,Simvastatin,T.P. Drug Laboratories,AI-Enriched-2026
TP-Atorvastatin-Calcium-40,Atorvastatin,T.P. Drug Laboratories,AI-Enriched-2026
TP-Ciprofloxacin-HCl-250,Ciprofloxacin,T.P. Drug Laboratories,AI-Enriched-2026
TP-Amoxicillin-Trihydrate-500,Amoxicillin,T.P. Drug Laboratories,AI-Enriched-2026
Pfizer-Atgam-Injection,Antithymocyte globulin,Pfizer,AI-Enriched-2026
Pfizer-Depo-Provera-150mg,Medroxyprogesterone acetate,Pfizer,AI-Enriched-2026
Pfizer-Solu-Cortef-250mg,Hydrocortisone,Pfizer,AI-Enriched-2026
Pfizer-Solu-Medrol-125mg,Methylprednisolone,Pfizer,AI-Enriched-2026
Pfizer-Dalacin-C-150mg,Clindamycin,Pfizer,AI-Enriched-2026
Pfizer-Dalacin-T-Solution,Clindamycin,Pfizer,AI-Enriched-2026
Pfizer-Cytotec-200mcg,Misoprostol,Pfizer,AI-Enriched-2026
Pfizer-Feldene-10mg-Capsule,Piroxicam,Pfizer,AI-Enriched-2026
Pfizer-Geodon-80mg-Capsule,Ziprasidone,Pfizer,AI-Enriched-2026
Pfizer-Zeldox-40mg-Capsule,Ziprasidone,Pfizer,AI-Enriched-2026
Pfizer-Zeldox-60mg-Capsule,Ziprasidone,Pfizer,AI-Enriched-2026
Pfizer-Zeldox-80mg-Capsule,Ziprasidone,Pfizer,AI-Enriched-2026
Pfizer-Norvasc-5mg-Tablet-Thai,Amlodipine,Pfizer,AI-Enriched-2026
Pfizer-Lipitor-10mg-Tablet-Thai,Atorvastatin,Pfizer,AI-Enriched-2026
Pfizer-Celebrex-200mg-Tablet-Thai,Celecoxib,Pfizer,AI-Enriched-2026
Pfizer-Lyrica-75mg-Tablet-Thai,Pregabalin,Pfizer,AI-Enriched-2026
Pfizer-Ponstan-500mg-Tablet-Thai,Mefenamic acid,Pfizer,AI-Enriched-2026
Pfizer-Cardura-2mg-Tablet-Thai,Doxazosin,Pfizer,AI-Enriched-2026
Pfizer-Viagra-50mg-Pill,Sildenafil,Pfizer,AI-Enriched-2026
Pfizer-Viagra-100mg-Pill,Sildenafil,Pfizer,AI-Enriched-2026
Pfizer-Champix-0.5mg-Initial,Varenicline,Pfizer,AI-Enriched-2026
Pfizer-Champix-1mg-Maintenance,Varenicline,Pfizer,AI-Enriched-2026
Pfizer-Ibrance-75mg-Thai,Palbociclib,Pfizer,AI-Enriched-2026
Pfizer-Xeljanz-5mg-Thai,Tofacitinib,Pfizer,AI-Enriched-2026
GSK-Augmentin-625mg-Tab,Amoxicillin;Clavulanic acid,GSK,AI-Enriched-2026
GSK-Augmentin-1000mg-Tab,Amoxicillin;Clavulanic acid,GSK,AI-Enriched-2026
GSK-Zinnat-250mg-Tab,Cefuroxime,GSK,AI-Enriched-2026
GSK-Zinnat-500mg-Tab,Cefuroxime,GSK,AI-Enriched-2026
GSK-Ventolin-Inhaler-100,Salbutamol,GSK,AI-Enriched-2026
GSK-Seretide-25-50-Inhaler,Salmeterol;Fluticasone,GSK,AI-Enriched-2026
GSK-Seretide-25-125-Inhaler,Salmeterol;Fluticasone,GSK,AI-Enriched-2026
GSK-Seretide-25-250-Inhaler,Salmeterol;Fluticasone,GSK,AI-Enriched-2026
GSK-Flixotide-125-Inhaler,Fluticasone,GSK,AI-Enriched-2026
GSK-Flixotide-250-Inhaler,Fluticasone,GSK,AI-Enriched-2026
GSK-Avamys-Nasal-Spray-120,Fluticasone furoate,GSK,AI-Enriched-2026
GSK-Volibris-5mg-Tab,Ambrisentan,GSK,AI-Enriched-2026
GSK-Volibris-10mg-Tab,Ambrisentan,GSK,AI-Enriched-2026
GSK-Kivexa-600-300-Tab,Abacavir;Lamivudine,GSK,AI-Enriched-2026
GSK-Triumeq-50-600-300-Tab,Dolutegravir;Abacavir;Lamivudine,GSK,AI-Enriched-2026
GSK-Tivicay-50mg-Tab,Dolutegravir,GSK,AI-Enriched-2026
AZ-Nexium-20mg-MUPS,Esomeprazole,AstraZeneca,AI-Enriched-2026
AZ-Nexium-40mg-MUPS,Esomeprazole,AstraZeneca,AI-Enriched-2026
AZ-Crestor-10mg-Tablet,Rosuvastatin,AstraZeneca,AI-Enriched-2026
AZ-Crestor-20mg-Tablet,Rosuvastatin,AstraZeneca,AI-Enriched-2026
AZ-Forxiga-10mg-Tablet,Dapagliflozin,AstraZeneca,AI-Enriched-2026
AZ-Xigduo-XR-10-1000,Dapagliflozin;Metformin,AstraZeneca,AI-Enriched-2026
AZ-Brilinta-90mg-Tablet,Ticagrelor,AstraZeneca,AI-Enriched-2026
AZ-Symbicort-Turbuhaler-160-4.5,Budesonide;Formoterol,AstraZeneca,AI-Enriched-2026
AZ-Tagrisso-80mg-Tablet,Osimertinib,AstraZeneca,AI-Enriched-2026
AZ-Imfinzi-500mg-Vial-Inj,Durvalumab,AstraZeneca,AI-Enriched-2026
Roche-CellCept-250mg-Cap,Mycophenolate mofetil,Roche,AI-Enriched-2026
Roche-Valcyte-450mg-Tab,Valganciclovir,Roche,AI-Enriched-2026
Roche-Xeloda-500mg-Tab,Capecitabine,Roche,AI-Enriched-2026
Roche-Tamiflu-75mg-Cap,Oseltamivir,Roche,AI-Enriched-2026
Roche-Madopar-250-Tabs,Levodopa;Benserazide,Roche,AI-Enriched-2026
Roche-Madopar-HBS-Cap,Levodopa;Benserazide,Roche,AI-Enriched-2026
Roche-Dilatrend-12.5-Tabs,Carvedilol,Roche,AI-Enriched-2026
Roche-Dilatrend-25-Tabs,Carvedilol,Roche,AI-Enriched-2026
Roche-Rocephin-1g-Inj,Ceftriaxone,Roche,AI-Enriched-2026
Roche-Kytril-1mg-Tab,Granisetron,Roche,AI-Enriched-2026
Novartis-Diovan-80-Tab,Valsartan,Novartis,AI-Enriched-2026
Novartis-Diovan-160-Tab,Valsartan,Novartis,AI-Enriched-2026
Novartis-Exforge-5/160-Tab,Amlodipine;Valsartan,Novartis,AI-Enriched-2026
Novartis-Exforge-10/160-Tab,Amlodipine;Valsartan,Novartis,AI-Enriched-2026
Novartis-Galvus-50-Tab,Vildagliptin,Novartis,AI-Enriched-2026
Novartis-Galvus-Met-50/1000-Tab,Vildagliptin;Metformin,Novartis,AI-Enriched-2026
Novartis-Entresto-50-Tab,Sacubitril;Valsartan,Novartis,AI-Enriched-2026
Novartis-Entresto-100-Tab,Sacubitril;Valsartan,Novartis,AI-Enriched-2026
Novartis-Entresto-200-Tab,Sacubitril;Valsartan,Novartis,AI-Enriched-2026
Novartis-Voltaren-Emulgel-100g,Diclofenac,Novartis,AI-Enriched-2026
Novartis-Cataflam-50-Tab,Diclofenac resinate,Novartis,AI-Enriched-2026
Novartis-Tegretol-CR-200-Tab,Carbamazepine,Novartis,AI-Enriched-2026
Novartis-Ritalin-10-Tab,Methylphenidate,Novartis,AI-Enriched-2026
Novartis-Ritalin-LA-20-Cap,Methylphenidate,Novartis,AI-Enriched-2026
Novartis-Sandostatin-LAR-20-Inj,Octreotide,Novartis,AI-Enriched-2026
Sanofi-Lantus-Vial-100IU,Insulin glargine,Sanofi,AI-Enriched-2026
Sanofi-Toujeo-SoloStar-300,Insulin glargine,Sanofi,AI-Enriched-2026
Sanofi-Apidra-Vial-100IU,Insulin glulisine,Sanofi,AI-Enriched-2026
Sanofi-Amaryl-1-Tab,Glimepiride,Sanofi,AI-Enriched-2026
Sanofi-Amaryl-2-Tab,Glimepiride,Sanofi,AI-Enriched-2026
Sanofi-Plavix-75-Tab,Clopidogrel,Sanofi,AI-Enriched-2026
Sanofi-Aprovel-150-Tab,Irbesartan,Sanofi,AI-Enriched-2026
Sanofi-Aprovel-300-Tab,Irbesartan,Sanofi,AI-Enriched-2026
Sanofi-Tritace-2.5-Tab,Ramipril,Sanofi,AI-Enriched-2026
Sanofi-Tritace-5-Tab,Ramipril,Sanofi,AI-Enriched-2026
Sanofi-Clexane-20mg-Inj,Enoxaparin,Sanofi,AI-Enriched-2026
Sanofi-Clexane-40mg-Inj,Enoxaparin,Sanofi,AI-Enriched-2026
Sanofi-Clexane-60mg-Inj,Enoxaparin,Sanofi,AI-Enriched-2026
Sanofi-Allegra-60-Tab,Fexofenadine,Sanofi,AI-Enriched-2026
Sanofi-Telfast-180-Tab,Fexofenadine,Sanofi,AI-Enriched-2026
MSD-Januvia-100-Tab,Sitagliptin,MSD,AI-Enriched-2026
MSD-Janumet-50/500-Tab,Sitagliptin;Metformin,MSD,AI-Enriched-2026
MSD-Janumet-50/1000-Tab,Sitagliptin;Metformin,MSD,AI-Enriched-2026
MSD-Keytruda-100mg-Inj,Pembrolizumab,MSD,AI-Enriched-2026
MSD-Gardasil-9-Syringe-Inj,Human Papillomavirus Vaccine,MSD,AI-Enriched-2026
MSD-Steglatro-5-Tab,Ertugliflozin,MSD,AI-Enriched-2026
MSD-Steglatro-15-Tab,Ertugliflozin,MSD,AI-Enriched-2026
MSD-Bridion-200mg-Vial,Sugammadex,MSD,AI-Enriched-2026
MSD-Isentress-400-Tab,Raltegravir,MSD,AI-Enriched-2026
MSD-Belsomra-20-Tab,Suvorexant,MSD,AI-Enriched-2026
Abbott-Zemplar-2mcg-Capsule,Paricalcitol,Abbott,AI-Enriched-2026
Abbott-Zemplar-5mcg-Injection,Paricalcitol,Abbott,AI-Enriched-2026
Abbott-Rythmol-SR-225mg,Propafenone,Abbott,AI-Enriched-2026
Abbott-Rythmol-SR-325mg,Propafenone,Abbott,AI-Enriched-2026
Abbott-Rythmol-SR-425mg,Propafenone,Abbott,AI-Enriched-2026
Abbott-Biaxin-XL-500mg-Thai,Clarithromycin,Abbott,AI-Enriched-2026
Abbott-Surbex-T-Tablet-Abbott,Multivitamins,Abbott,AI-Enriched-2026
Abbott-Heptral-400mg-Oral-Tablet,Ademetionine,Abbott,AI-Enriched-2026
Abbott-Vi-Daylin-Drops-Abbott,Multivitamins,Abbott,AI-Enriched-2026
Abbott-Simdax-12.5mg-Vial,Levosimendan,Abbott,AI-Enriched-2026
Bayer-Levitra-10mg-Soluble,Vardenafil,Bayer,AI-Enriched-2026
Bayer-Kyleena-13.5mg-IUS,Levonorgestrel,Bayer,AI-Enriched-2026
Bayer-Jaydess-13.5mg-IUS,Levonorgestrel,Bayer,AI-Enriched-2026
Bayer-Betaferon-Injection-Bayer,Interferon beta-1b,Bayer,AI-Enriched-2026
Bayer-Primovist-Injection-Bayer,Gadoxetate disodium,Bayer,AI-Enriched-2026
Bayer-Ultravist-300-Injection,Iopromide,Bayer,AI-Enriched-2026
Bayer-Ultravist-370-Injection,Iopromide,Bayer,AI-Enriched-2026
Bayer-Gadovist-1.0-Injection,Gadobutrol,Bayer,AI-Enriched-2026
Bayer-Eylea-8mg-Injection-Thai,Aflibercept,Bayer,AI-Enriched-2026
Bayer-Nebido-1000mg-Injection,Testosterone undecanoate,Bayer,AI-Enriched-2026
Bayer-Visanne-2mg-Tablet,Dienogest,Bayer,AI-Enriched-2026
Bayer-Progynova-1mg-Thai,Estradiol valerate,Bayer,AI-Enriched-2026
Bayer-Progynova-2mg-Thai,Estradiol valerate,Bayer,AI-Enriched-2026
Bayer-Primolut-N-5mg-Thai,Norethisterone,Bayer,AI-Enriched-2026
Bayer-Androcur-50mg-Thai,Cyproterone acetate,Bayer,AI-Enriched-2026
J&J-Simponi-100mg-Pen,Golimumab,J&J,AI-Enriched-2026
J&J-Rybrevant-350mg-Vial,Amivantamab,J&J,AI-Enriched-2026
J&J-Ponvory-Starter-Pack,Ponesimod,J&J,AI-Enriched-2026
J&J-Uptravi-400mcg-Tablet,Selexipag,J&J,AI-Enriched-2026
J&J-Opsumit-10mg-Thai,Macitentan,J&J,AI-Enriched-2026
J&J-Tracleer-62.5mg-Thai,Bosentan,J&J,AI-Enriched-2026
J&J-Spravato-56mg-Kit,Esketamine,J&J,AI-Enriched-2026
J&J-Spravato-84mg-Kit,Esketamine,J&J,AI-Enriched-2026
J&J-Tecvayli-153mg-Vial,Teclistamab,J&J,AI-Enriched-2026
J&J-Talvey-3mg-Vial,Talquetamab,J&J,AI-Enriched-2026
J&J-Darzalex-Faspro-J&J,Daratumumab;Hyaluronidase,J&J,AI-Enriched-2026
J&J-Prezcobix-Tablet-J&J,Darunavir;Cobicistat,J&J,AI-Enriched-2026
J&J-Symtuza-Tablet-J&J,Darunavir;Cobicistat;Emtricitabine;Tenofovir alafenamide,J&J,AI-Enriched-2026
J&J-Edurant-25mg-Thai,Rilpivirine,J&J,AI-Enriched-2026
J&J-Invega-Sustenna-150mg,Paliperidone palmitate,J&J,AI-Enriched-2026
Lilly-Mounjaro-2.5mg-Thai-Lilly,Tirzepatide,Eli Lilly,AI-Enriched-2026
Lilly-Mounjaro-5mg-Thai-Lilly,Tirzepatide,Eli Lilly,AI-Enriched-2026
Lilly-Mounjaro-7.5mg-Thai-Lilly,Tirzepatide,Eli Lilly,AI-Enriched-2026
Lilly-Mounjaro-10mg-Thai-Lilly,Tirzepatide,Eli Lilly,AI-Enriched-2026
Lilly-Mounjaro-12.5mg-Thai-Lilly,Tirzepatide,Eli Lilly,AI-Enriched-2026
Lilly-Mounjaro-15mg-Thai-Lilly,Tirzepatide,Eli Lilly,AI-Enriched-2026
Lilly-Omvoh-300mg-Infusion,Mirikizumab,Eli Lilly,AI-Enriched-2026
Lilly-Retevmo-40mg-Thai,Selpercatinib,Eli Lilly,AI-Enriched-2026
Lilly-Retevmo-80mg-Thai,Selpercatinib,Eli Lilly,AI-Enriched-2026
Lilly-Jaypirca-100mg-Thai,Pirtobrutinib,Eli Lilly,AI-Enriched-2026
Sun-Volini-Spray-Thai,Diclofenac diethylamine,Sun Pharmaceutical Industries Ltd,AI-Enriched-2026
Sun-Gemer-P-15,Glimepiride;Metformin;Pioglitazone,Sun Pharmaceutical Industries Ltd,AI-Enriched-2026
Sun-Rosuvas-Gold-20,Rosuvastatin;Aspirin;Clopidogrel,Sun Pharmaceutical Industries Ltd,AI-Enriched-2026
Sun-Pantocid-L-Cap,Pantoprazole;Levosulpiride,Sun Pharmaceutical Industries Ltd,AI-Enriched-2026
Sun-Fexigra-120-Tab,Fexofenadine hydrochloride,Sun Pharmaceutical Industries Ltd,AI-Enriched-2026
Cipla-Azee-XL-Liquid,Azithromycin,Cipla Ltd,AI-Enriched-2026
Cipla-Montair-FX-Tab,Montelukast;Fexofenadine,Cipla Ltd,AI-Enriched-2026
Cipla-Suhagra-Force-50,Sildenafil;Dapoxetine,Cipla Ltd,AI-Enriched-2026
Cipla-Seroflo-250-Synchrobreathe,Salmeterol;Fluticasone propionate,Cipla Ltd,AI-Enriched-2026
Cipla-Tiova-Inhaler-Device,Tiotropium bromide,Cipla Ltd,AI-Enriched-2026
DrReddy-Omez-Insta-Sachet,Omeprazole;Sodium bicarbonate,Dr. Reddy's Laboratories,AI-Enriched-2026
DrReddy-Rantac-MPS-Syrup,Ranitidine;Simethicone;Magnesium hydroxide,Dr. Reddy's Laboratories,AI-Enriched-2026
DrReddy-Ketorol-Inj-30,Ketorolac tromethamine,Dr. Reddy's Laboratories,AI-Enriched-2026
DrReddy-Nise-D-Gel-Tube,Nimesulide;Diclofenac;Methyl salicylate;Menthol,Dr. Reddy's Laboratories,AI-Enriched-2026
DrReddy-Atocor-F-160,Atorvastatin;Fenofibrate,Dr. Reddy's Laboratories,AI-Enriched-2026
Lupin-Ramistar-A-5/5,Ramipril;Amlodipine,Lupin Ltd,AI-Enriched-2026
Lupin-Tonact-ASP-75,Atorvastatin;Aspirin,Lupin Ltd,AI-Enriched-2026
Lupin-Gemer-V-2,Glimepiride;Metformin;Voglibose,Lupin Ltd,AI-Enriched-2026
Lupin-Gluconorm-G-Forte-2,Glimepiride;Metformin,Lupin Ltd,AI-Enriched-2026
Lupin-Budamate-Transcaps-400,Budesonide;Formoterol fumarate,Lupin Ltd,AI-Enriched-2026
Zydus-Lipaglyn-M-2,Saroglitazar;Metformin,Zydus Lifesciences,AI-Enriched-2026
Zydus-Aten-AM-50,Atenolol;Amlodipine,Zydus Lifesciences,AI-Enriched-2026
Zydus-Pantin-L-SR,Pantoprazole;Levosulpiride,Zydus Lifesciences,AI-Enriched-2026
Zydus-Amantrel-Thai-Pack,Amantadine hydrochloride,Zydus Lifesciences,AI-Enriched-2026
Glenmark-Telma-D-40,Telmisartan;Chlorthalidone,Glenmark Pharmaceuticals,AI-Enriched-2026
Glenmark-Ascoril-LS-Syrup,Ambroxol;Levosalbutamol;Guaifenesin,Glenmark Pharmaceuticals,AI-Enriched-2026
Glenmark-Glevo-IV-500,Levofloxacin,Glenmark Pharmaceuticals,AI-Enriched-2026
Glenmark-Canditral-SB-50,Itraconazole,Glenmark Pharmaceuticals,AI-Enriched-2026
Alkem-Taxim-O-Forte-Dry-Syp,Cefixime,Alkem Laboratories,AI-Enriched-2026
Alkem-Pan-L-Alkem-Cap,Pantoprazole;Levosulpiride,Alkem Laboratories,AI-Enriched-2026
Alkem-Zunstar-20-Tablet,Rosuvastatin calcium,Alkem Laboratories,AI-Enriched-2026
Alkem-Amlokind-H-Tablet,Amlodipine;Hydrochlorothiazide,Alkem Laboratories,AI-Enriched-2026
Biocon-Insugen-50/50-Vial,Insulin Isophane;Insulin Soluble,Biocon Ltd,AI-Enriched-2026
Biocon-Canmab-150-Injection,Trastuzumab,Biocon Ltd,AI-Enriched-2026
Biocon-Basalog-One-Thai-Pen,Insulin Glargine,Biocon Ltd,AI-Enriched-2026
Biocon-Psorid-25-Capsule,Cyclosporine,Biocon Ltd,AI-Enriched-2026
Auro-Cefprozil-Aurobindo-500,Cefprozil,Aurobindo Pharma,AI-Enriched-2026
Auro-Latanoprost-Aurobindo-Eye,Latanoprost,Aurobindo Pharma,AI-Enriched-2026
Auro-Metformin-SR-Aurobindo-1000,Metformin hydrochloride,Aurobindo Pharma,AI-Enriched-2026
Auro-Pantoprazole-IV-Aurobindo-40,Pantoprazole sodium,Aurobindo Pharma,AI-Enriched-2026
Torrent-Nikoran-IV-2-Inj,Nicorandil,Torrent Pharmaceuticals,AI-Enriched-2026
Torrent-Dilzem-SR-120-Tablet,Diltiazem hydrochloride,Torrent Pharmaceuticals,AI-Enriched-2026
Torrent-Losar-A-5/50,Losartan potassium;Amlodipine besylate,Torrent Pharmaceuticals,AI-Enriched-2026
Torrent-Chymoral-Forte-Thai-ED,Trypsin-Chymotrypsin,Torrent Pharmaceuticals,AI-Enriched-2026
Intas-Epofit-2000-Prefilled,Erythropoietin,Intas Pharmaceuticals,AI-Enriched-2026
Intas-Nudep-Sertraline-50,Sertraline hydrochloride,Intas Pharmaceuticals,AI-Enriched-2026
Intas-Caltas-Chew-Tablet,Calcium carbonate;Vitamin D3,Intas Pharmaceuticals,AI-Enriched-2026
Intas-Serta-100-Thai-Label,Sertraline hydrochloride,Intas Pharmaceuticals,AI-Enriched-2026
Sun-Istamet-50/1000-Sun-Lab,Sitagliptin;Metformin hydrochloride,Sun Pharmaceutical Industries Ltd,AI-Enriched-2026
Cipla-Zenegra-Pills-100,Sildenafil citrate,Cipla Ltd,AI-Enriched-2026
Roche-Herceptin-Hylecta-TH,Trastuzumab;Hyaluronidase,Roche,AI-Enriched-2026
Roche-MabThera-SC-TH,Rituximab;Hyaluronidase,Roche,AI-Enriched-2026
Roche-Actemra-162-Pen,Tocilizumab,Roche,AI-Enriched-2026
Roche-Perjeta-420-TH,Pertuzumab,Roche,AI-Enriched-2026
Roche-Kadcyla-160-TH,Trastuzumab emtansine,Roche,AI-Enriched-2026
Roche-Tecentriq-1200-TH,Atezolizumab,Roche,AI-Enriched-2026
Roche-Ocrevus-300-TH,Ocrelizumab,Roche,AI-Enriched-2026
Roche-Hemlibra-150-TH,Emicizumab,Roche,AI-Enriched-2026
Roche-Gazyva-1000-TH,Obinutuzumab,Roche,AI-Enriched-2026
Roche-Xeloda-500-TH,Capecitabine,Roche,AI-Enriched-2026
Roche-Alecensa-150-TH,Alectinib,Roche,AI-Enriched-2026
Roche-Polivy-140-TH,Polatuzumab vedotin,Roche,AI-Enriched-2026
Roche-Vabysmo-6-TH,Faricimab,Roche,AI-Enriched-2026
Roche-Susvimo-10-TH,Ranibizumab,Roche,AI-Enriched-2026
Roche-Evrysdi-Powder-TH,Risdiplam,Roche,AI-Enriched-2026
BMS-Opdivo-100-TH,Nivolumab,BMS,AI-Enriched-2026
BMS-Opdivo-40-TH,Nivolumab,BMS,AI-Enriched-2026
BMS-Yervoy-50-TH,Ipilimumab,BMS,AI-Enriched-2026
BMS-Sprycel-50-TH,Dasatinib,BMS,AI-Enriched-2026
BMS-Revlimid-10-TH,Lenalidomide,BMS,AI-Enriched-2026
BMS-Revlimid-25-TH,Lenalidomide,BMS,AI-Enriched-2026
BMS-Pomalyst-4-TH,Pomalidomide,BMS,AI-Enriched-2026
BMS-Vidaza-100-TH,Azacitidine,BMS,AI-Enriched-2026
BMS-Reblozyl-75-TH,Luspatercept,BMS,AI-Enriched-2026
BMS-Sotyktu-6-TH,Deucravacitinib,BMS,AI-Enriched-2026
BMS-Camzyos-10-TH,Mavacamten,BMS,AI-Enriched-2026
BMS-Zeposia-0-92-TH,Ozanimod,BMS,AI-Enriched-2026
BMS-Onureg-300-TH,Azacitidine,BMS,AI-Enriched-2026
BMS-Idhifa-100-TH,Enasidenib,BMS,AI-Enriched-2026
BMS-Abraxane-Vial-TH,Paclitaxel,BMS,AI-Enriched-2026
AbbVie-Humira-Pen-TH,Adalimumab,AbbVie,AI-Enriched-2026
AbbVie-Skyrizi-Pen-TH,Risankizumab,AbbVie,AI-Enriched-2026
AbbVie-Skyrizi-Vial-TH,Risankizumab,AbbVie,AI-Enriched-2026
AbbVie-Rinvoq-15-TH,Upadacitinib,AbbVie,AI-Enriched-2026
AbbVie-Rinvoq-30-TH,Upadacitinib,AbbVie,AI-Enriched-2026
AbbVie-Venclexta-100-TH,Venetoclax,AbbVie,AI-Enriched-2026
AbbVie-Venclexta-10-TH,Venetoclax,AbbVie,AI-Enriched-2026
AbbVie-Venclexta-50-TH,Venetoclax,AbbVie,AI-Enriched-2026
AbbVie-Maviret-Tab-TH,Glecaprevir;Pibrentasvir,AbbVie,AI-Enriched-2026
AbbVie-Epkinly-48-TH,Epcoritamab,AbbVie,AI-Enriched-2026
Merck-Erbitux-500-TH,Cetuximab,Merck,AI-Enriched-2026
Merck-Erbitux-100-TH,Cetuximab,Merck,AI-Enriched-2026
Merck-Bavencio-200-TH,Avelumab,Merck,AI-Enriched-2026
Merck-Mavenclad-10-TH,Cladribine,Merck,AI-Enriched-2026
Merck-Rebif-22-TH,Interferon beta-1a,Merck,AI-Enriched-2026
Merck-Rebif-44-TH,Interferon beta-1a,Merck,AI-Enriched-2026
Merck-Gonal-f-300-TH,Follitropin alfa,Merck,AI-Enriched-2026
Merck-Gonal-f-900-TH,Follitropin alfa,Merck,AI-Enriched-2026
Merck-Pergoveris-TH,Follitropin alfa;Lutropin alfa,Merck,AI-Enriched-2026
Merck-Cetrotide-0-25-TH,Cetrorelix,Merck,AI-Enriched-2026
GPO-Abacavir-300mg-Tab-GPO,Abacavir,Government Pharmaceutical Organization,AI-Enriched-2026
GPO-Abacavir-Oral-Solution-GPO,Abacavir,Government Pharmaceutical Organization,AI-Enriched-2026
GPO-Amlodipine-5mg-Tab-GPO,Amlodipine,Government Pharmaceutical Organization,AI-Enriched-2026
GPO-Amlodipine-10mg-Tab-GPO,Amlodipine,Government Pharmaceutical Organization,AI-Enriched-2026
GPO-Atazanavir-150mg-Cap-GPO,Atazanavir,Government Pharmaceutical Organization,AI-Enriched-2026
GPO-Atazanavir-200mg-Cap-GPO,Atazanavir,Government Pharmaceutical Organization,AI-Enriched-2026
GPO-Atorvastatin-10mg-Tab-GPO,Atorvastatin,Government Pharmaceutical Organization,AI-Enriched-2026
GPO-Atorvastatin-20mg-Tab-GPO,Atorvastatin,Government Pharmaceutical Organization,AI-Enriched-2026
GPO-Atorvastatin-40mg-Tab-GPO,Atorvastatin,Government Pharmaceutical Organization,AI-Enriched-2026
GPO-Azilsartan-40mg-Tab-GPO,Azilsartan medoxomil,Government Pharmaceutical Organization,AI-Enriched-2026
GPO-Azilsartan-80mg-Tab-GPO,Azilsartan medoxomil,Government Pharmaceutical Organization,AI-Enriched-2026
GPO-Candesartan-8mg-Tab-GPO,Candesartan,Government Pharmaceutical Organization,AI-Enriched-2026
GPO-Candesartan-16mg-Tab-GPO,Candesartan,Government Pharmaceutical Organization,AI-Enriched-2026
GPO-Darunavir-400mg-Tab-GPO,Darunavir,Government Pharmaceutical Organization,AI-Enriched-2026
GPO-Darunavir-800mg-Tab-GPO,Darunavir,Government Pharmaceutical Organization,AI-Enriched-2026
GPO-Dolutegravir-10mg-Tab-GPO,Dolutegravir,Government Pharmaceutical Organization,AI-Enriched-2026
GPO-Dolutegravir-25mg-Tab-GPO,Dolutegravir,Government Pharmaceutical Organization,AI-Enriched-2026
GPO-Efavirenz-200mg-Cap-GPO,Efavirenz,Government Pharmaceutical Organization,AI-Enriched-2026
GPO-Efavirenz-Oral-Solution-GPO,Efavirenz,Government Pharmaceutical Organization,AI-Enriched-2026
GPO-Emtricitabine-200mg-Cap-GPO,Emtricitabine,Government Pharmaceutical Organization,AI-Enriched-2026
GPO-Etravirine-100mg-Tab-GPO,Etravirine,Government Pharmaceutical Organization,AI-Enriched-2026
GPO-Etravirine-200mg-Tab-GPO,Etravirine,Government Pharmaceutical Organization,AI-Enriched-2026
GPO-Fexofenadine-60mg-Tab-GPO,Fexofenadine,Government Pharmaceutical Organization,AI-Enriched-2026
GPO-Fexofenadine-120mg-Tab-GPO,Fexofenadine,Government Pharmaceutical Organization,AI-Enriched-2026
GPO-Fexofenadine-180mg-Tab-GPO,Fexofenadine,Government Pharmaceutical Organization,AI-Enriched-2026
GPO-Gliclazide-80mg-Tab-GPO,Gliclazide,Government Pharmaceutical Organization,AI-Enriched-2026
GPO-Glimepiride-1mg-Tab-GPO,Glimepiride,Government Pharmaceutical Organization,AI-Enriched-2026
GPO-Glimepiride-2mg-Tab-GPO,Glimepiride,Government Pharmaceutical Organization,AI-Enriched-2026
GPO-Irbesartan-150mg-Tab-GPO,Irbesartan,Government Pharmaceutical Organization,AI-Enriched-2026
GPO-Irbesartan-300mg-Tab-GPO,Irbesartan,Government Pharmaceutical Organization,AI-Enriched-2026
GPO-Lamivudine-150mg-Tab-GPO,Lamivudine,Government Pharmaceutical Organization,AI-Enriched-2026
GPO-Lamivudine-Oral-Solution-GPO,Lamivudine,Government Pharmaceutical Organization,AI-Enriched-2026
GPO-Levocetirizine-5mg-Tab-GPO,Levocetirizine,Government Pharmaceutical Organization,AI-Enriched-2026
GPO-Linagliptin-5mg-Tab-GPO,Linagliptin,Government Pharmaceutical Organization,AI-Enriched-2026
