procedure_code,procedure_name,english_name,category,min_cost_thb,max_cost_thb,region,facility_tier,source
OBG-531,การผ่าตัดท้องนอกมดลูก,Salpingectomy for ectopic pregnancy,Surgery,18000,40000,National,public,AI-Enriched-2026
OBG-532,การผ่าตัดท้องนอกมดลูก (เอกชน),Salpingectomy (Private),Surgery,85000,160000,National,private,AI-Enriched-2026
OBG-533,การเย็บผูกปากมดลูกเพื่อป้องกันการแท้ง,Cervical cerclage,Surgery,12000,25000,National,public,AI-Enriched-2026
OBG-534,การเย็บผูกปากมดลูก (เอกชน),Cervical cerclage (Private),Surgery,45000,95000,Bangkok,private,AI-Enriched-2026
OBG-535,การผ่าตัดเย็บซ่อมผนังช่องคลอดส่วนหน้า,Cystocele repair,Surgery,18000,35000,National,public,AI-Enriched-2026
OBG-536,การผ่าตัดเย็บซ่อมผนังช่องคลอดส่วนหลัง,Rectocele repair,Surgery,18000,35000,National,public,AI-Enriched-2026
OBG-537,การต่อหมันหญิง,Tubal reanastomosis,Surgery,35000,70000,National,public,AI-Enriched-2026
OBG-538,การต่อหมันหญิงผ่านกล้อง (เอกชน),Laparoscopic tubal reanastomosis (Private),Surgery,150000,300000,Bangkok,private,AI-Enriched-2026
OBG-539,การส่องกล้องตรวจในอุ้งเชิงกรานเพื่อการวินิจฉัย,Diagnostic laparoscopy,Surgery,20000,45000,National,public,AI-Enriched-2026
OBG-540,การส่องกล้องตรวจในอุ้งเชิงกราน (เอกชน),Diagnostic laparoscopy (Private),Surgery,80000,150000,Bangkok,private,AI-Enriched-2026
OBG-541,การส่องกล้องตรวจโพรงมดลูกเพื่อการวินิจฉัย,Diagnostic hysteroscopy,Surgery,12000,25000,National,public,AI-Enriched-2026
OBG-542,การผ่าตัดผ่านกล้องโพรงมดลูก (เอกชน),Operative hysteroscopy (Private),Surgery,70000,140000,Bangkok,private,AI-Enriched-2026
OBG-543,การผ่าตัดเปิดถุงน้ำบาร์โทลิน,Bartholin's gland marsupialization,Surgery,5000,10000,National,public,AI-Enriched-2026
OBG-544,การผ่าตัดเปิดถุงน้ำบาร์โทลิน (เอกชน),Bartholin's gland marsupialization (Private),Surgery,25000,50000,Bangkok,private,AI-Enriched-2026
OBG-545,การทำลายเยื่อบุโพรงมดลูก,Endometrial ablation,Surgery,40000,90000,National,private,AI-Enriched-2026
OBG-546,การผ่าตัดมดลูกแบบกว้างเพื่อรักษามะเร็ง,Radical hysterectomy,Surgery,50000,120000,National,public,AI-Enriched-2026
OBG-547,การผ่าตัดมดลูกแบบกว้างเพื่อรักษามะเร็ง (เอกชน),Radical hysterectomy (Private),Surgery,250000,550000,Bangkok,private,AI-Enriched-2026
OBG-548,การเลาะต่อมน้ำเหลืองในอุ้งเชิงกราน,Pelvic lymph node dissection,Surgery,30000,60000,National,public,AI-Enriched-2026
OBG-549,การผ่าตัดตัดไขมันพุงประกอบการรักษามะเร็งนรีเวช,Omentectomy,Surgery,15000,30000,National,public,AI-Enriched-2026
OBG-550,การผ่าตัดมดลูกเหนือปากมดลูก (เอกชน),Supracervical hysterectomy (Private),Surgery,100000,200000,Bangkok,private,AI-Enriched-2026
OBG-551,การผ่าตัดคลอดพร้อมผ่าตัดมดลูกออก,Cesarean hysterectomy,Surgery,40000,85000,National,public,AI-Enriched-2026
OBG-552,การผ่าตัดคลอดพร้อมผ่าตัดมดลูกออก (เอกชน),Cesarean hysterectomy (Private),Surgery,150000,300000,Bangkok,private,AI-Enriched-2026
OBG-553,การดูแลการคลอดทางช่องคลอดหลังเคยผ่าตัดคลอด,Vaginal birth after cesarean (VBAC) monitoring,Therapeutic,20000,40000,National,public,AI-Enriched-2026
OBG-554,การตัดปากมดลูกเป็นรูปกรวยด้วยมีด,Cold knife conization of cervix,Surgery,8000,18000,National,public,AI-Enriched-2026
OBG-555,การตัดปากมดลูกเป็นรูปกรวย (เอกชน),Conization of cervix (Private),Surgery,40000,85000,Bangkok,private,AI-Enriched-2026
OBG-556,การผ่าตัดมดลูกออกทางช่องคลอดโดยใช้กล้องช่วย,Laparoscopically assisted vaginal hysterectomy (LAVH),Surgery,55000,95000,National,public,AI-Enriched-2026
OBG-557,การผ่าตัดท่อนำไข่และรังไข่ผ่านกล้อง,Laparoscopic salpingo-oophorectomy,Surgery,40000,75000,National,public,AI-Enriched-2026
OBG-558,การผ่าตัดท่อนำไข่และรังไข่ผ่านกล้อง (เอกชน),Laparoscopic salpingo-oophorectomy (Private),Surgery,160000,320000,Bangkok,private,AI-Enriched-2026
OBG-559,การตัดก้อนเนื้อบริเวณอวัยวะเพศภายนอก,Excision of vulvar lesion,Surgery,7000,15000,National,public,AI-Enriched-2026
OBG-560,การผ่าตัดตกแต่งช่องคลอดและซ่อมแซมกระเพาะปัสสาวะ/ทวารหนัก,Anterior and posterior colporrhaphy,Surgery,85000,170000,Bangkok,private,AI-Enriched-2026
OPH-226,การผ่าตัดต้อกระจกด้วยวิธีสลายต้อด้วยคลื่นความถี่สูงร่วมกับการใส่เลนส์แก้วตาเทียม,Phacoemulsification with Intraocular Lens (IOL),Surgery,45000,135000,Bangkok,private,AI-Enriched-2026
OPH-227,การผ่าตัดต้อกระจกด้วยวิธีสลายต้อร่วมกับการใส่เลนส์แก้วตาเทียม (ภาครัฐ),Phacoemulsification with IOL (Public),Surgery,15000,25000,National,public,AI-Enriched-2026
OPH-228,การผ่าตัดต้อกระจกวิธีลอกต้อแบบแผลใหญ่และใส่เลนส์แก้วตาเทียม,Extracapsular Cataract Extraction (ECCE) with IOL,Surgery,12000,20000,National,public,AI-Enriched-2026
OPH-229,การผ่าตัดต้อเนื้อร่วมกับการปลูกถ่ายเนื้อเยื่อ,Pterygium Excision with Conjunctival Graft,Surgery,18000,35000,Bangkok,private,AI-Enriched-2026
OPH-230,การผ่าตัดต้อเนื้อร่วมกับการวางยาชาเฉพาะจุด,Pterygium Excision with Local Anesthesia,Surgery,3500,7500,National,public,AI-Enriched-2026
OPH-231,การผ่าตัดเจาะรูระบายน้ำเลี้ยงลูกตา (ต้อหิน),Trabeculectomy for Glaucoma,Surgery,40000,75000,Bangkok,private,AI-Enriched-2026
OPH-232,การผ่าตัดระบายน้ำเลี้ยงลูกตาในผู้ป่วยต้อหิน (ภาครัฐ),Glaucoma Drainage Device Surgery (Public),Surgery,15000,28000,National,public,AI-Enriched-2026
OPH-233,การผ่าตัดตัดวุ้นตา,Pars Plana Vitrectomy (PPV),Surgery,85000,160000,Bangkok,private,AI-Enriched-2026
OPH-234,การผ่าตัดตัดวุ้นตาเพื่อรักษาโรคจอประสาทตา (ภาครัฐ),Vitrectomy for Retinal Diseases (Public),Surgery,25000,45000,National,public,AI-Enriched-2026
OPH-235,การฉีดยาเข้าวุ้นตาเพื่อรักษาโรคจอประสาทตาเสื่อม,Intravitreal Injection for Macular Degeneration,Therapeutic,12000,45000,Bangkok,private,AI-Enriched-2026
OPH-236,การฉีดยาเข้าวุ้นตา (ภาครัฐ),Intravitreal Injection (Public Service),Therapeutic,4500,15000,National,public,AI-Enriched-2026
OPH-237,การทำเลเซอร์เจาะม่านตาเพื่อรักษาต้อหิน,Laser Peripheral Iridotomy (LPI),Therapeutic,5500,12000,Bangkok,private,AI-Enriched-2026
OPH-238,การทำเลเซอร์จอประสาทตา,Panretinal Photocoagulation (PRP),Therapeutic,2500,5000,National,public,AI-Enriched-2026
OPH-239,การทำเลเซอร์สลายพังผืดหลังเลนส์เทียม,YAG Laser Capsulotomy,Therapeutic,6000,14000,Bangkok,private,AI-Enriched-2026
OPH-240,การผ่าตัดระบายหนองจากกุ้งยิง,Chalazion Incision and Curettage,Surgery,1200,3500,National,public,AI-Enriched-2026
OPH-241,การผ่าตัดแก้ไขหนังตาม้วนเข้าด้านใน,Entropion Repair Surgery,Surgery,25000,48000,Bangkok,private,AI-Enriched-2026
OPH-242,การผ่าตัดแก้ไขหนังตาม้วนออกด้านนอก,Ectropion Repair Surgery,Surgery,8000,15000,National,public,AI-Enriched-2026
OPH-243,การผ่าตัดควักลูกตาออก,Enucleation of Eye,Surgery,15000,28000,National,public,AI-Enriched-2026
OPH-244,การผ่าตัดตกแต่งเบ้าตาภายหลังการฝังลูกตาเทียม,Orbital Reconstruction with Implant,Surgery,55000,110000,Bangkok,private,AI-Enriched-2026
OPH-245,การตรวจขูดกระจกตาเพื่อหาเชื้อ,Corneal Scraping and Culture,Laboratory,1500,3000,National,public,AI-Enriched-2026
OPH-246,การเย็บซ่อมแผลกระจกตาฉีกขาด,Repair of Corneal Laceration,Surgery,10000,22000,National,public,AI-Enriched-2026
OPH-247,การอุดท่อน้ำตาด้วยปุ่มซิลิโคน,Punctal Plug Insertion,Therapeutic,8000,15000,Bangkok,private,AI-Enriched-2026
OPH-248,การผ่าตัดรักษาวุ้นตาเสื่อมและหนุนผนังลูกตา,Scleral Buckling Surgery,Surgery,75000,130000,Bangkok,private,AI-Enriched-2026
OPH-249,การผ่าตัดลดความดันในกระบอกตา,Orbital Decompression,Surgery,35000,70000,National,public,AI-Enriched-2026
OPH-250,การตรวจถ่ายภาพจอประสาทตาด้วยสารเรืองแสง,Fluorescein Angiography (FA),Diagnostic Imaging,3500,7000,National,public,AI-Enriched-2026
DEN-326,การถอนฟันธรรมดา (ภาครัฐ),Simple Tooth Extraction (Public),Surgery,450,900,National,public,AI-Enriched-2026
DEN-327,การถอนฟันธรรมดา (ภาคเอกชน),Simple Tooth Extraction (Private),Surgery,1500,3500,Bangkok,private,AI-Enriched-2026
DEN-328,การถอนฟันที่ยากโดยการผ่าตัด (ภาครัฐ),Surgical Tooth Extraction (Public),Surgery,800,1800,National,public,AI-Enriched-2026
DEN-329,การถอนฟันยากหรือการผ่าฟันกราม (ภาคเอกชน),Surgical Tooth Extraction (Private),Surgery,4500,8500,Bangkok,private,AI-Enriched-2026
DEN-330,การผ่าฟันคุด (ภาครัฐ),Wisdom Tooth Odontectomy (Public),Surgery,1500,3500,National,public,AI-Enriched-2026
DEN-331,การผ่าฟันคุดรายยาก (ภาคเอกชน),Complex Wisdom Tooth Surgery (Private),Surgery,6500,15000,Bangkok,private,AI-Enriched-2026
DEN-332,การรักษารากฟัน - ฟันหน้า (ภาครัฐ),Root Canal Treatment - Anterior (Public),Therapeutic,2500,4500,National,public,AI-Enriched-2026
DEN-333,การรักษารากฟัน - ฟันหน้า (ภาคเอกชน),Root Canal Treatment - Anterior (Private),Therapeutic,8000,14000,Bangkok,private,AI-Enriched-2026
DEN-334,การรักษารากฟัน - ฟันกรามน้อย (ภาครัฐ),Root Canal Treatment - Premolar (Public),Therapeutic,4000,6500,National,public,AI-Enriched-2026
DEN-335,การรักษารากฟัน - ฟันกรามน้อย (ภาคเอกชน),Root Canal Treatment - Premolar (Private),Therapeutic,12000,18000,Bangkok,private,AI-Enriched-2026
DEN-336,การรักษารากฟัน - ฟันกรามใหญ่ (ภาครัฐ),Root Canal Treatment - Molar (Public),Therapeutic,6000,9500,National,public,AI-Enriched-2026
DEN-337,การรักษารากฟัน - ฟันกรามใหญ่ (ภาคเอกชน),Root Canal Treatment - Molar (Private),Therapeutic,16000,25000,Bangkok,private,AI-Enriched-2026
DEN-338,การผ่าตัดตัดปลายรากฟันและอุดย้อนกลับ,Apicoectomy with Retrograde Filling,Surgery,12000,22000,Bangkok,private,AI-Enriched-2026
DEN-339,การขูดหินน้ำลายทั้งปาก (ภาครัฐ),Full Mouth Scaling (Public),Therapeutic,500,1200,National,public,AI-Enriched-2026
DEN-340,การขูดหินปูนและขัดฟัน (ภาคเอกชน),Scaling and Polishing (Private),Therapeutic,1500,3500,Bangkok,private,AI-Enriched-2026
DEN-341,การอุดฟันด้วยวัสดุสีเหมือนฟัน 1 ด้าน (ภาครัฐ),Composite Filling - 1 Surface (Public),Therapeutic,600,1200,National,public,AI-Enriched-2026
DEN-342,การอุดฟันด้วยวัสดุคอมโพสิต 2 ด้าน (ภาคเอกชน),Composite Filling - 2 Surfaces (Private),Therapeutic,2500,4800,Bangkok,private,AI-Enriched-2026
DEN-343,การครอบฟันโลหะเคลือบพอร์ซเลน,Porcelain Fused to Metal Crown (PFM),Therapeutic,12000,18000,Bangkok,private,AI-Enriched-2026
DEN-344,การครอบฟันด้วยเซรามิกล้วน (เซอร์โคเนีย),All-Ceramic Crown (Zirconia),Therapeutic,18000,30000,Bangkok,private,AI-Enriched-2026
DEN-345,การผ่าตัดเหงือกเพื่อความสวยงามต่อควอดแดรนท์,Gingivectomy per Quadrant,Surgery,3500,8000,National,public,AI-Enriched-2026
DEN-346,การผ่าตัดเปิดเหงือกเพื่อเกลารากฟัน,Periodontal Flap Surgery,Surgery,8000,15000,Bangkok,private,AI-Enriched-2026
DEN-347,ฟันปลอมฐานพลาสติกถอดได้ทั้งปาก,Full Removable Denture (Acrylic base),Therapeutic,10000,18000,National,public,AI-Enriched-2026
DEN-348,ฟันปลอมบางส่วนถอดได้ฐานโลหะ (ภาคเอกชน),Partial Removable Denture (Metal base),Therapeutic,15000,28000,Bangkok,private,AI-Enriched-2026
DEN-349,การปักรากฟันเทียม (เฉพาะราก),Dental Implant Placement (Fixture),Surgery,35000,65000,Bangkok,private,AI-Enriched-2026
DEN-350,การปลูกถ่ายกระดูกเพื่อรองรับรากฟันเทียม,Bone Graft for Dental Implant,Surgery,15000,40000,Bangkok,private,AI-Enriched-2026
DIA-401,การฟอกเลือดด้วยเครื่องไตเทียม (ต่อครั้ง),Hemodialysis (per session),Therapeutic,1500,3500,National,public,AI-Enriched-2026
DIA-402,การฟอกเลือดด้วยเครื่องไตเทียมประสิทธิภาพสูง (Online HDF),Online Hemodiafiltration (HDF),Therapeutic,4500,7500,Bangkok,private,AI-Enriched-2026
DIA-403,การล้างไตผ่านทางช่องท้องด้วยเครื่องอัตโนมัติ (APD),Automated Peritoneal Dialysis (APD),Therapeutic,15000,25000,National,private,AI-Enriched-2026
DIA-404,การบำบัดทดแทนไตชนิดต่อเนื่อง (CRRT),Continuous Renal Replacement Therapy (CRRT),Therapeutic,35000,60000,National,public,AI-Enriched-2026
DIA-405,การแยกน้ำเหลืองออกจากเลือด (Plasmapheresis),Plasmapheresis,Therapeutic,25000,45000,Bangkok,private,AI-Enriched-2026
DIA-406,การกรองพลาสม่าสองขั้นตอน (Double Filtration Plasmapheresis),Double Filtration Plasmapheresis (DFPP),Therapeutic,45000,85000,Bangkok,private,AI-Enriched-2026
DIA-407,การเตรียมเส้นฟอกเลือดแบบชั่วคราว,Temporary Hemodialysis Catheter Insertion,Therapeutic,3000,8000,National,public,AI-Enriched-2026
DIA-408,การเตรียมเส้นฟอกเลือดแบบกึ่งถาวร (Permcath),Permanent Catheter Insertion (Permcath),Therapeutic,18000,35000,National,private,AI-Enriched-2026
DIA-409,การประเมินประสิทธิภาพการฟอกเลือด (Kt/V),Dialysis Adequacy Assessment (Kt/V),Therapeutic,400,1000,National,public,AI-Enriched-2026
DIA-410,การล้างไตทางหน้าท้องแบบถาวร (CAPD),Continuous Ambulatory Peritoneal Dialysis (CAPD),Therapeutic,10000,18000,National,public,AI-Enriched-2026
CHM-401,การให้ยาเคมีบำบัดทางหลอดเลือดดำ (สูตรยาพื้นฐาน),IV Chemotherapy Administration (Simple),Therapeutic,3500,8500,National,public,AI-Enriched-2026
CHM-402,การให้ยาเคมีบำบัดแบบหลายสูตรยาผสม,IV Chemotherapy Administration (Complex/Multi-agent),Therapeutic,15000,45000,National,private,AI-Enriched-2026
CHM-403,การให้ยากลุ่มมุ่งเป้า (Targeted Therapy),Targeted Therapy Administration,Therapeutic,30000,150000,Bangkok,private,AI-Enriched-2026
CHM-404,การให้ยาภูมิคุ้มกันบำบัด (Immunotherapy),Immunotherapy Administration,Therapeutic,50000,250000,Bangkok,private,AI-Enriched-2026
CHM-405,การใส่สายสวนหลอดเลือดดำส่วนกลาง (PICC line),PICC Line Insertion,Therapeutic,12000,25000,National,private,AI-Enriched-2026
CHM-406,การฝังอุปกรณ์ให้ยาทางหลอดเลือด (Port-a-cath),Port-a-cath Insertion,Therapeutic,25000,45000,National,private,AI-Enriched-2026
CHM-407,การให้ยาเคมีบำบัดทางช่องไขสันหลัง (Intrathecal),Intrathecal Chemotherapy Administration,Therapeutic,5000,12000,National,public,AI-Enriched-2026
CHM-408,การให้ยาเคมีบำบัดทางช่องท้อง (Intraperitoneal),Intraperitoneal Chemotherapy,Therapeutic,8000,20000,National,public,AI-Enriched-2026
CHM-409,การฉีดฮอร์โมนรักษาโรคมะเร็ง,Hormonal Injection for Cancer,Therapeutic,2000,35000,National,private,AI-Enriched-2026
CHM-410,การให้ยาเคมีบำบัดทางหลอดเลือดแดงเฉพาะที่ (TACE),Transarterial Chemoembolization (TACE),Therapeutic,60000,120000,Bangkok,private,AI-Enriched-2026
RT-401,การฉายรังสีแบบ 3 มิติ (3D-CRT) ต่อครั้ง,3D Conformal Radiation Therapy (per session),Therapeutic,2500,5000,National,public,AI-Enriched-2026
RT-402,การฉายรังสีแบบปรับความเข้ม (IMRT) ต่อครั้ง,Intensity-Modulated Radiation Therapy (per session),Therapeutic,6000,12000,Bangkok,private,AI-Enriched-2026
RT-403,การฉายรังสีแบบปรับความเข้มหมุนรอบตัว (VMAT),Volumetric Modulated Arc Therapy (VMAT),Therapeutic,10000,18000,Bangkok,private,AI-Enriched-2026
RT-404,การฉายรังสีร่วมกับภาพนำร่อง (IGRT),Image-Guided Radiation Therapy (IGRT),Therapeutic,3000,7000,National,private,AI-Enriched-2026
RT-405,การฉายรังสีศัลยกรรม (SRS/SRT),Stereotactic Radiosurgery (SRS/SRT),Therapeutic,80000,250000,National,private,AI-Enriched-2026
RT-406,การฝังแร่รักษาโรคมะเร็ง (Brachytherapy) ต่อครั้ง,Brachytherapy (per session),Therapeutic,15000,45000,National,public,AI-Enriched-2026
RT-407,การวางแผนการฉายรังสีด้วยคอมพิวเตอร์ (ขั้นสูง),Advanced Radiotherapy Planning,Therapeutic,15000,35000,National,private,AI-Enriched-2026
RT-408,การรักษาด้วยรังสีโปรตอน (ต่อครั้ง),Proton Beam Therapy (per session),Therapeutic,50000,120000,Bangkok,private,AI-Enriched-2026
RT-409,การจำลองการรักษาเพื่อฉายรังสีด้วย CT (CT Simulation),CT Simulation for Radiotherapy,Therapeutic,4500,12000,National,public,AI-Enriched-2026
RT-410,การรักษาด้วยรังสีเบต้าเฉพาะจุด,Plaque Brachytherapy,Therapeutic,60000,100000,Bangkok,private,AI-Enriched-2026
PT-401,กายภาพบำบัดเพื่อการระบายเสมหะในปอด,Chest Physical Therapy,Rehabilitation,400,1200,National,public,AI-Enriched-2026
PT-402,กายภาพบำบัดด้วยคลื่นกระแทก (Shockwave Therapy),Extracorporeal Shockwave Therapy (ESWT),Rehabilitation,1200,3500,Bangkok,private,AI-Enriched-2026
PT-403,กายภาพบำบัดด้วยเลเซอร์กำลังสูง (High Power Laser),High Power Laser Therapy,Rehabilitation,800,2000,National,private,AI-Enriched-2026
PT-404,กายภาพบำบัดในน้ำ (Hydrotherapy),Hydrotherapy (Aquatic Therapy),Rehabilitation,1000,2500,Bangkok,private,AI-Enriched-2026
PT-405,การฝึกเดินด้วยหุ่นยนต์ช่วยเดิน (Robotic Gait Training),Robotic-Assisted Gait Training,Rehabilitation,2500,5500,Bangkok,private,AI-Enriched-2026
PT-406,กายภาพบำบัดเพื่อรักษากระดูกและข้อ (Manual Therapy),Manual Therapy for Orthopedic Conditions,Rehabilitation,600,1800,National,public,AI-Enriched-2026
PT-407,กายภาพบำบัดในผู้ป่วยระบบประสาทและอัมพาต,Neurological Rehabilitation (Stroke/Para),Rehabilitation,500,1500,National,public,AI-Enriched-2026
PT-408,การรักษาด้วยคลื่นแม่เหล็กไฟฟ้า (Peripheral Magnetic Stimulation),Peripheral Magnetic Stimulation (PMS),Rehabilitation,1500,4000,Bangkok,private,AI-Enriched-2026
PT-409,กายภาพบำบัดด้วยคลื่นความถี่วิทยุ (TECAR Therapy),TECAR Therapy,Rehabilitation,1200,3000,Bangkok,private,AI-Enriched-2026
PT-410,การประเมินสมรรถภาพทางกายด้วยคอมพิวเตอร์,Computerized Physical Performance Evaluation,Rehabilitation,1000,3500,National,private,AI-Enriched-2026
REH-501,การฟื้นฟูสมรรถภาพหัวใจ (Cardiac Rehabilitation),Cardiac Rehabilitation Program,Rehabilitation,800,2500,National,public,AI-Enriched-2026
REH-502,การฟื้นฟูสมรรถภาพปอด (Pulmonary Rehabilitation),Pulmonary Rehabilitation Program,Rehabilitation,800,2500,National,public,AI-Enriched-2026
REH-503,กิจกรรมบำบัดเพื่อฝึกการกลืน,Swallowing Therapy (Occupational Therapy),Rehabilitation,500,1500,National,public,AI-Enriched-2026
REH-504,กิจกรรมบำบัดเพื่อฝึกการดำเนินชีวิตประจำวัน (ADL),ADL Training (Occupational Therapy),Rehabilitation,400,1200,National,public,AI-Enriched-2026
REH-505,การแก้ไขการพูดและการออกเสียง (Speech Therapy),Speech and Language Therapy,Rehabilitation,600,2000,National,private,AI-Enriched-2026
REH-506,กิจกรรมบำบัดในเด็ก (Early Intervention),Pediatric Early Intervention Therapy,Rehabilitation,800,2500,Bangkok,private,AI-Enriched-2026
REH-507,การกระตุ้นสมองด้วยสนามแม่เหล็ก (rTMS),Repetitive Transcranial Magnetic Stimulation (rTMS),Rehabilitation,3500,6500,Bangkok,private,AI-Enriched-2026
REH-508,การฝึกการใช้กายอุปกรณ์และแขนขาเทียม,Prosthetic and Orthotic Training,Rehabilitation,500,1500,National,public,AI-Enriched-2026
REH-509,กิจกรรมบำบัดเพื่อฟื้นฟูความสามารถทางสมอง (Cognitive Rehab),Cognitive Rehabilitation Therapy,Rehabilitation,600,1800,National,public,AI-Enriched-2026
REH-510,โปรแกรมฟื้นฟูสมรรถภาพผู้สูงอายุแบบองค์รวม,Geriatric Holistic Rehabilitation Program,Rehabilitation,1500,4500,Bangkok,private,AI-Enriched-2026
LAB-850,การตรวจความสมบูรณ์ของเม็ดเลือด,Complete Blood Count (CBC),Laboratory,300,650,Bangkok,private,AI-Enriched-2026
LAB-851,การตรวจระดับน้ำตาลในเลือด,Fasting Blood Sugar (FBS),Laboratory,150,350,National,private,AI-Enriched-2026
LAB-852,การตรวจระดับน้ำตาลสะสมในเลือด,Hemoglobin A1c (HbA1c),Laboratory,350,800,Bangkok,private,AI-Enriched-2026
LAB-853,การตรวจระดับไขมันในเลือดแบบสมบูรณ์,Lipid Profile (Chol;Trig;HDL;LDL),Laboratory,600,1500,National,private,AI-Enriched-2026
LAB-854,การตรวจการทำงานของไต (BUN),Blood Urea Nitrogen (BUN),Laboratory,150,300,Bangkok,private,AI-Enriched-2026
LAB-855,การตรวจค่าครีอะตินีนในเลือด,Creatinine (Blood),Laboratory,150,350,National,private,AI-Enriched-2026
LAB-856,การตรวจกรดยูริกในเลือด,Uric Acid (Blood),Laboratory,200,450,Bangkok,private,AI-Enriched-2026
LAB-857,การตรวจการทำงานของตับแบบสมบูรณ์,Liver Function Test (Full Panel),Laboratory,800,1800,Bangkok,private,AI-Enriched-2026
LAB-858,การตรวจสารเกลือแร่ในเลือด,Electrolytes (Na;K;Cl;CO2),Laboratory,400,900,National,private,AI-Enriched-2026
LAB-859,การตรวจวิเคราะห์ปัสสาวะ,Urinalysis (UA),Laboratory,200,500,Bangkok,private,AI-Enriched-2026
LAB-860,การตรวจระดับฮอร์โมนกระตุ้นต่อมไทรอยด์,Thyroid Stimulating Hormone (TSH),Laboratory,450,1200,Bangkok,private,AI-Enriched-2026
LAB-861,การตรวจระดับฮอร์โมนไทรอยด์อิสระ T4,Free T4 (FT4),Laboratory,450,1100,National,private,AI-Enriched-2026
LAB-862,การตรวจการแข็งตัวของเลือด PT,Prothrombin Time (PT),Laboratory,300,700,Bangkok,private,AI-Enriched-2026
LAB-863,การตรวจการแข็งตัวของเลือด PTT,Activated Partial Thromboplastin Time (aPTT),Laboratory,350,800,National,private,AI-Enriched-2026
LAB-864,การตรวจหมู่เลือด ABO และ Rh,ABO Grouping and Rh Typing,Laboratory,250,600,National,private,AI-Enriched-2026
LAB-865,การตรวจความเข้ากันได้ของเลือด (ถุงละ),Cross-matching (per unit),Laboratory,500,1200,Bangkok,private,AI-Enriched-2026
LAB-866,การตรวจอัตราการตกของเม็ดเลือดแดง,Erythrocyte Sedimentation Rate (ESR),Laboratory,150,400,National,private,AI-Enriched-2026
LAB-867,การหาเชื้อมาลาเรียในเลือด,Malarial Parasite (Thick/Thin film),Laboratory,200,550,National,private,AI-Enriched-2026
LAB-868,การคัดกรองภาวะพร่องเอนไซม์ G6PD,G6PD Screening,Laboratory,300,850,Bangkok,private,AI-Enriched-2026
LAB-869,การตรวจระดับแคลเซียมในเลือด,Total Calcium (Serum),Laboratory,200,450,National,private,AI-Enriched-2026
LAB-870,การตรวจระดับแมกนีเซียมในเลือด,Magnesium (Serum),Laboratory,250,600,Bangkok,private,AI-Enriched-2026
LAB-871,การตรวจระดับฟอสฟอรัสในเลือด,Phosphorus (Serum),Laboratory,200,450,National,private,AI-Enriched-2026
LAB-872,การตรวจเอนไซม์ตับ GGT,Gamma Glutamyl Transferase (GGT),Laboratory,300,750,Bangkok,private,AI-Enriched-2026
LAB-873,การตรวจสารบ่งชี้มะเร็งตับ (AFP),Alpha-fetoprotein (AFP),Laboratory,500,1200,Bangkok,private,AI-Enriched-2026
LAB-874,การตรวจสารบ่งชี้มะเร็งทางเดินอาหาร (CEA),Carcinoembryonic Antigen (CEA),Laboratory,500,1300,National,private,AI-Enriched-2026
LAB-875,การตรวจสารบ่งชี้มะเร็งต่อมลูกหมาก (PSA),Prostate Specific Antigen (PSA),Laboratory,600,1500,Bangkok,private,AI-Enriched-2026
LAB-876,การตรวจสารบ่งชี้มะเร็งรังไข่ (CA 125),CA 125 (Ovarian Marker),Laboratory,800,2000,Bangkok,private,AI-Enriched-2026
LAB-877,การตรวจสารบ่งชี้มะเร็งเต้านม (CA 15-3),CA 15-3 (Breast Marker),Laboratory,800,2000,National,private,AI-Enriched-2026
LAB-878,การตรวจสารบ่งชี้มะเร็งตับอ่อน (CA 19-9),CA 19-9 (Pancreatic Marker),Laboratory,800,2200,Bangkok,private,AI-Enriched-2026
LAB-879,การตรวจไมโครอัลบูมินในปัสสาวะ,Microalbumin (Urine),Laboratory,350,900,National,private,AI-Enriched-2026
LAB-880,การตรวจคัดกรองเชื้อไข้เลือดออก (NS1),Dengue NS1 Antigen Test,Laboratory,700,1600,Bangkok,private,AI-Enriched-2026
LAB-881,การตรวจหาภูมิคุ้มกันไข้เลือดออก IgG/IgM,Dengue IgG/IgM Rapid Test,Laboratory,600,1400,National,private,AI-Enriched-2026
LAB-882,การตรวจหาเชื้อไวรัสตับอักเสบบี (HBsAg),HBsAg Screening,Laboratory,300,750,National,private,AI-Enriched-2026
LAB-883,การตรวจหาภูมิคุ้มกันไวรัสตับอักเสบบี,Anti-HBs (Quantitative),Laboratory,400,900,Bangkok,private,AI-Enriched-2026
LAB-884,การตรวจหาภูมิคุ้มกันไวรัสตับอักเสบซี,Anti-HCV,Laboratory,500,1200,Bangkok,private,AI-Enriched-2026
LAB-885,การตรวจคัดกรองเชื้อ HIV,Anti-HIV (Screening),Laboratory,400,1000,National,private,AI-Enriched-2026
LAB-886,การตรวจคัดกรองซิฟิลิส (VDRL),VDRL/RPR Screening,Laboratory,150,400,National,private,AI-Enriched-2026
LAB-887,การตรวจปัจจัยรูมาตอยด์ในเลือด,Rheumatoid Factor (RF),Laboratory,350,850,Bangkok,private,AI-Enriched-2026
LAB-888,การตรวจหาภูมิคุ้มกันต่อเชื้อสเตรปโตคอคคัส,Anti-Streptolysin O (ASO),Laboratory,400,950,National,private,AI-Enriched-2026
