icd_code,diagnosis_name,procedure_type,min_days,max_days,typical_days,notes,source
A18.83,Tuberculosis of episclera,InPatient,2,5,3,Short-stay admission for diagnostic confirmation and initiation of ATT for scleritis.,AI-Enriched-WHO-ThaiDRG
A18.85,Tuberculosis of spleen,InPatient,5,12,8,Monitoring for splenic rupture or abscess in patients with disseminated tuberculosis.,AI-Enriched-WHO-ThaiDRG
A18.89,Tuberculosis of other specified organs,InPatient,4,10,6,Management of tuberculosis in uncommon sites like adrenal glands or heart.,AI-Enriched-WHO-ThaiDRG
G04.0,Acute disseminated encephalomyelitis,InPatient,7,21,14,Requires high-dose corticosteroids or plasmapheresis for CNS inflammation.,AI-Enriched-WHO-ThaiDRG
G04.00,"Acute disseminated encephalomyelitis, unspecified",InPatient,7,14,10,Neurological stabilization and monitoring for immune-mediated demyelination.,AI-Enriched-WHO-ThaiDRG
G04.01,Postinfectious acute disseminated encephalomyelitis,InPatient,10,21,14,Management of demyelination following a viral or bacterial infection.,AI-Enriched-WHO-ThaiDRG
G04.02,Postimmunization acute disseminated encephalomyelitis,InPatient,7,14,10,Treatment of CNS inflammation occurring after vaccination.,AI-Enriched-WHO-ThaiDRG
G04.1,Tropical spastic paraplegia,InPatient,5,12,8,Management of progressive myelopathy associated with HTLV-1 infection.,AI-Enriched-WHO-ThaiDRG
G04.81,Other encephalitis and encephalomyelitis,InPatient,7,14,10,Supportive care for brain and spinal cord inflammation from non-viral causes.,AI-Enriched-WHO-ThaiDRG
G04.89,Other myelitis,InPatient,7,14,10,Diagnosis and management of transverse myelitis and related conditions.,AI-Enriched-WHO-ThaiDRG
L03.811,Cellulitis of head,InPatient,5,10,7,Requires aggressive IV antibiotics due to proximity to the brain and sinus.,AI-Enriched-WHO-ThaiDRG
L03.818,Cellulitis of other sites,InPatient,4,8,5,IV antibiotic therapy for spreading skin and soft tissue infection at rare sites.,AI-Enriched-WHO-ThaiDRG
L03.891,Cellulitis of other parts of limb,InPatient,4,8,6,Management of limb cellulitis not otherwise classified; IV therapy and elevation.,AI-Enriched-WHO-ThaiDRG
L03.90,"Cellulitis, unspecified",InPatient,3,7,5,General management for skin infection when the specific location is not specified.,AI-Enriched-WHO-ThaiDRG
A02.0,Salmonella enteritis,InPatient,3,7,4,Fluid resuscitation and management of severe diarrhea or bacteremia risk.,AI-Enriched-WHO-ThaiDRG
A02.1,Salmonella sepsis,InPatient,7,14,10,Parenteral treatment for systemic salmonellosis and source identification.,AI-Enriched-WHO-ThaiDRG
B53.1,Malaria confirmed by parasitological study,InPatient,3,7,5,Hospitalization for monitoring parasite clearance and antimalarial tolerance.,AI-Enriched-WHO-ThaiDRG
B53.8,Other parasitologically confirmed malaria,InPatient,3,7,5,Management of rare malaria species confirmed by lab diagnostics.,AI-Enriched-WHO-ThaiDRG
B58.0,Toxoplasma oculopathy,InPatient,3,7,5,Treatment for ocular toxoplasmosis involving specialized intravitreal care.,AI-Enriched-WHO-ThaiDRG
B58.1,Toxoplasma hepatitis,InPatient,5,12,8,Liver involvement in toxoplasmosis; monitoring for hepatic dysfunction.,AI-Enriched-WHO-ThaiDRG
B58.2,Toxoplasma meningoencephalitis,InPatient,10,21,14,"Treatment for CNS toxoplasmosis, particularly in immunocompromised patients.",AI-Enriched-WHO-ThaiDRG
B58.3,Pulmonary toxoplasmosis,InPatient,7,14,10,Respiratory management for pulmonary infiltration caused by Toxoplasma gondii.,AI-Enriched-WHO-ThaiDRG
B58.81,Toxoplasma myocarditis,InPatient,7,14,10,Cardiac monitoring for inflammation and rhythm stability in systemic toxoplasmosis.,AI-Enriched-WHO-ThaiDRG
J12.81,Pneumonia due to SARS-associated coronavirus,InPatient,7,21,14,Requires strict isolation and respiratory support for severe viral pneumonia.,AI-Enriched-WHO-ThaiDRG
J12.89,Other viral pneumonia,InPatient,5,10,7,Viral lung infection due to Adenovirus or RSV requiring inpatient support.,AI-Enriched-WHO-ThaiDRG
A42.0,Pulmonary actinomycosis,InPatient,10,21,14,Prolonged high-dose penicillin therapy for chronic pulmonary actinomycotic infection.,AI-Enriched-WHO-ThaiDRG
A42.2,Cervicofacial actinomycosis,InPatient,5,10,7,Management of neck abscess and fistulae including surgical drainage and IV meds.,AI-Enriched-WHO-ThaiDRG
A42.81,Abdominal actinomycosis,InPatient,7,14,10,Treatment of intra-abdominal masses and infection caused by Actinomyces.,AI-Enriched-WHO-ThaiDRG
A42.82,Pelvic actinomycosis,InPatient,7,14,10,Management of pelvic infection often associated with long-term IUD use.,AI-Enriched-WHO-ThaiDRG
A42.9,"Actinomycosis, unspecified",InPatient,7,14,10,IV antibiotic therapy for actinomycosis in non-specific locations.,AI-Enriched-WHO-ThaiDRG
A43.8,Other forms of nocardiosis,InPatient,7,21,14,Long-term sulfonamide or alternative therapy for nocardia infection.,AI-Enriched-WHO-ThaiDRG
A43.9,"Nocardiosis, unspecified",InPatient,7,14,10,Systemic treatment for nocardiosis in immunocompromised patients.,AI-Enriched-WHO-ThaiDRG
A44.0,Systemic bartonellosis,InPatient,7,14,10,Treatment for Oroya fever; monitoring for severe hemolytic anemia.,AI-Enriched-WHO-ThaiDRG
I60.01,Nontraumatic subarachnoid hemorrhage from right carotid siphon and bifurcation,InPatient,10,21,14,Requires neuro-intensive care monitoring and possible endovascular intervention; high risk of vasospasm.,AI-Enriched-WHO-ThaiDRG
I60.11,Nontraumatic subarachnoid hemorrhage from right middle cerebral artery,InPatient,10,21,14,Complex neurosurgical or endovascular management; monitoring for delayed cerebral ischemia.,AI-Enriched-WHO-ThaiDRG
I61.01,"Nontraumatic intracerebral hemorrhage in right hemisphere, subcortical",InPatient,7,14,10,Management of intracranial pressure and blood pressure control; physical therapy initiation.,AI-Enriched-WHO-ThaiDRG
I63.012,Cerebral infarction due to thrombosis of right vertebral artery,InPatient,5,10,7,Posterior circulation stroke; requires monitoring for cerebellar edema and dysphagia.,AI-Enriched-WHO-ThaiDRG
I63.212,Cerebral infarction due to unspecified occlusion or stenosis of left vertebral artery,InPatient,5,10,7,Observation for neurological deficit progression and secondary prevention therapy.,AI-Enriched-WHO-ThaiDRG
I63.322,Cerebral infarction due to thrombosis of left anterior cerebral artery,InPatient,5,10,7,Focus on motor recovery for right lower extremity and executive function monitoring.,AI-Enriched-WHO-ThaiDRG
I63.512,Cerebral infarction due to unspecified occlusion or stenosis of left middle cerebral artery,InPatient,5,12,8,Commonly presents with aphasia; requires multidisciplinary stroke team care.,AI-Enriched-WHO-ThaiDRG
I67.1,"Cerebral aneurysm, nonruptured",InPatient,2,5,3,Elective admission for endovascular coiling or surgical clipping; post-op monitoring.,AI-Enriched-WHO-ThaiDRG
I67.2,Cerebral atherosclerosis,InPatient,3,7,4,Evaluation for chronic ischemia or prophylactic management against future stroke.,AI-Enriched-WHO-ThaiDRG
I67.5,Moyamoya disease,InPatient,7,14,10,Rare cerebrovascular condition; monitoring for transient ischemic attacks and revascularization surgery.,AI-Enriched-WHO-ThaiDRG
I22.2,Subsequent myocardial infarction of posterior wall,InPatient,4,8,6,Acute event occurring within 4 weeks of a previous MI; high risk for cardiogenic shock.,AI-Enriched-WHO-ThaiDRG
I24.81,"Acute coronary syndrome, unspecified",InPatient,2,5,3,Initial stabilization and rule-out for myocardial infarction; telemetry monitoring required.,AI-Enriched-WHO-ThaiDRG
I25.10,Atherosclerotic heart disease of native coronary artery without angina pectoris,InPatient,2,4,3,Elective coronary angiography or PCI for severe asymptomatic lesions.,AI-Enriched-WHO-ThaiDRG
I25.701,Atherosclerosis of coronary artery bypass graft(s) with unstable angina pectoris,InPatient,3,7,5,Complex management of post-CABG ischemia; risk of graft failure.,AI-Enriched-WHO-ThaiDRG
I51.0,"Cardiac septal defect, acquired",InPatient,7,14,10,Post-MI ventricular septal rupture or traumatic defect; requires surgical repair.,AI-Enriched-WHO-ThaiDRG
I51.1,"Rupture of chordae tendineae, not elsewhere classified",InPatient,5,10,7,Leads to acute valvular regurgitation; often requires urgent valve replacement or repair.,AI-Enriched-WHO-ThaiDRG
I51.2,"Rupture of papillary muscle, not elsewhere classified",InPatient,5,12,8,Critical complication of MI; high mortality without immediate surgical intervention.,AI-Enriched-WHO-ThaiDRG
I51.3,"Intracardiac thrombosis, not elsewhere classified",InPatient,3,7,5,Anticoagulation management for mural thrombi or vegetations; risk of systemic embolism.,AI-Enriched-WHO-ThaiDRG
I26.90,Septic pulmonary embolism without acute cor pulmonale,InPatient,7,21,14,Requires prolonged intravenous antibiotics and management of the source of infection.,AI-Enriched-WHO-ThaiDRG
I26.09,Other pulmonary embolism with acute cor pulmonale,InPatient,5,10,7,Severe PE causing right heart strain; may require thrombolytics or catheter-directed therapy.,AI-Enriched-WHO-ThaiDRG
I80.01,Phlebitis and thrombophlebitis of superficial vessels of right lower extremity,InPatient,2,5,3,Inpatient care required if associated with cellulitis or risk of extension to deep veins.,AI-Enriched-WHO-ThaiDRG
I80.11,Phlebitis and thrombophlebitis of right femoral vein,InPatient,3,7,4,Management of proximal DVT; anticoagulation initiation and monitoring for PE.,AI-Enriched-WHO-ThaiDRG
I80.212,Phlebitis and thrombophlebitis of left iliac vein,InPatient,4,8,5,High proximal DVT; increased risk of severe post-thrombotic syndrome or large PE.,AI-Enriched-WHO-ThaiDRG
I80.222,Phlebitis and thrombophlebitis of left popliteal vein,InPatient,3,6,4,Lower extremity DVT management; mobilization and titration of anticoagulants.,AI-Enriched-WHO-ThaiDRG
I82.412,"Acute embolism and thrombosis of left deep vessels of lower extremity, unspecified",InPatient,3,7,4,Standard acute DVT admission for pain control and heparin bridging.,AI-Enriched-WHO-ThaiDRG
I82.422,Acute embolism and thrombosis of left femoral vein,InPatient,3,7,4,Specific management for proximal femoral thrombosis.,AI-Enriched-WHO-ThaiDRG
I82.512,Chronic embolism and thrombosis of left deep vessels of lower extremity,InPatient,2,5,3,Management of acute-on-chronic DVT or severe chronic venous insufficiency complications.,AI-Enriched-WHO-ThaiDRG
I82.613,"Acute embolism and thrombosis of right upper extremity, unspecified",InPatient,2,5,3,Often catheter-related; requires evaluation for Paget-Schroetter syndrome.,AI-Enriched-WHO-ThaiDRG
I20.0,Unstable angina pectoris,InPatient,3,6,4,Requires aggressive anti-ischemic therapy and urgent coronary angiography.,AI-Enriched-WHO-ThaiDRG
I20.1,Angina pectoris with documented spasm,InPatient,2,5,3,Prinzmetal's angina; requires calcium channel blocker titration and observation.,AI-Enriched-WHO-ThaiDRG
I20.8,Other forms of angina pectoris,InPatient,2,5,3,Microvascular angina or stable angina with refractory symptoms requiring workup.,AI-Enriched-WHO-ThaiDRG
I12.9,Hypertensive renal disease without renal failure,InPatient,2,5,3,Optimization of antihypertensive regimen and evaluation for proteinuria.,AI-Enriched-WHO-ThaiDRG
I42.1,Obstructive hypertrophic cardiomyopathy,InPatient,3,7,5,Management of dynamic outflow obstruction or ICD implantation.,AI-Enriched-WHO-ThaiDRG
I42.2,Other hypertrophic cardiomyopathy,InPatient,3,7,5,Assessment of sudden cardiac death risk and heart failure symptoms.,AI-Enriched-WHO-ThaiDRG
I44.0,"Atrioventricular block, first degree",InPatient,1,3,2,Admission typically only if symptomatic or associated with acute MI.,AI-Enriched-WHO-ThaiDRG
I44.1,"Atrioventricular block, second degree",InPatient,2,5,3,Monitoring for progression to third-degree block; may require temporary pacing.,AI-Enriched-WHO-ThaiDRG
I45.0,Right fascicular block,InPatient,1,3,2,Evaluation for underlying structural heart disease if new onset.,AI-Enriched-WHO-ThaiDRG
I45.1,Other and unspecified right bundle-branch block,InPatient,1,3,2,Inpatient observation for patients with syncope and conduction delay.,AI-Enriched-WHO-ThaiDRG
I46.2,Cardiac arrest due to underlying cardiac condition,InPatient,7,21,10,Post-resuscitation care; monitoring for neurological recovery and etiology search.,AI-Enriched-WHO-ThaiDRG
I47.0,Re-entry ventricular arrhythmia,InPatient,3,7,4,Electrophysiology study and possible catheter ablation for VT.,AI-Enriched-WHO-ThaiDRG
I49.1,Atrial premature depolarization,InPatient,1,2,1,Rarely requires admission unless associated with highly symptomatic palpitations or tachycardia.,AI-Enriched-WHO-ThaiDRG
I49.2,Junctional premature depolarization,InPatient,1,2,1,"Rule out drug toxicity (e.g., digoxin) or myocardial ischemia.",AI-Enriched-WHO-ThaiDRG
I49.3,Ventricular premature depolarization,InPatient,1,3,2,Evaluation for burden of PVCs and presence of cardiomyopathy.,AI-Enriched-WHO-ThaiDRG
I49.5,Sick sinus syndrome,InPatient,2,5,3,Often requires permanent pacemaker implantation for symptomatic bradycardia.,AI-Enriched-WHO-ThaiDRG
I30.0,Acute nonspecific idiopathic pericarditis,InPatient,2,5,3,Pain management with NSAIDs/colchicine; monitor for tamponade.,AI-Enriched-WHO-ThaiDRG
I33.0,Acute and subacute infective endocarditis,InPatient,14,42,28,Requires prolonged IV antibiotic therapy; serial echocardiograms for vegetation size.,AI-Enriched-WHO-ThaiDRG
I34.0,Nonrheumatic mitral (valve) insufficiency,InPatient,3,10,5,Management of acute heart failure secondary to valve leakage.,AI-Enriched-WHO-ThaiDRG
I35.0,Nonrheumatic aortic (valve) stenosis,InPatient,3,10,5,Evaluation for TAVR or surgical valve replacement in symptomatic patients.,AI-Enriched-WHO-ThaiDRG
I13.9,"Hypertensive heart and chronic kidney disease, unspecified",InPatient,3,7,4,Management of combined cardio-renal syndrome and hypertension control.,AI-Enriched-WHO-ThaiDRG
I15.89,Other secondary hypertension,InPatient,3,7,5,Workup for secondary causes such as pheochromocytoma or sleep apnea during hypertensive urgency.,AI-Enriched-WHO-ThaiDRG
K38.8,Other specified diseases of appendix,InPatient,2,4,3,Appendectomy for recurrent appendicitis or appendiceal mucocele; monitor for post-operative ileus.,AI-Enriched-WHO-ThaiDRG
K38.9,"Disease of appendix, unspecified",InPatient,2,5,3,Surgical management of chronic appendiceal pain; post-surgical pain management and diet progression.,AI-Enriched-WHO-ThaiDRG
K80.70,Calculus of gallbladder and bile duct without cholecystitis without obstruction,InPatient,2,4,3,Elective laparoscopic cholecystectomy for symptomatic cholelithiasis and choledocholithiasis.,AI-Enriched-WHO-ThaiDRG
K80.71,Calculus of gallbladder and bile duct without cholecystitis with obstruction,InPatient,3,6,4,Biliary clearance (ERCP) followed by cholecystectomy; monitor for liver enzyme stabilization.,AI-Enriched-WHO-ThaiDRG
K80.33,Calculus of bile duct with acute and chronic cholecystitis without obstruction,InPatient,4,8,5,Surgical intervention for mixed biliary disease; observation for post-operative sepsis in older adults.,AI-Enriched-WHO-ThaiDRG
K80.43,Calculus of bile duct with chronic cholecystitis with obstruction,InPatient,3,7,4,Release of biliary obstruction and cholecystectomy; assessment of nutritional status and coagulation.,AI-Enriched-WHO-ThaiDRG
K80.50,Calculus of bile duct without cholangitis or cholecystitis without obstruction,InPatient,2,4,3,Surgical stone removal from bile duct; monitoring for bile leak or hemorrhage post-operatively.,AI-Enriched-WHO-ThaiDRG
K80.64,Calculus of gallbladder and bile duct with acute cholecystitis with obstruction,InPatient,5,9,6,Urgent surgical intervention for obstructive jaundice and acute inflammation; antibiotic therapy required.,AI-Enriched-WHO-ThaiDRG
K80.65,Calculus of gallbladder and bile duct with chronic cholecystitis with obstruction,InPatient,4,7,5,Management of chronic biliary disease with current obstruction; post-ERCP monitoring and surgery.,AI-Enriched-WHO-ThaiDRG
K82.8,Other specified diseases of gallbladder,InPatient,2,5,3,Cholecystectomy for gallbladder polyps or adenomyomatosis; histopathological verification needed.,AI-Enriched-WHO-ThaiDRG
K82.9,"Disease of gallbladder, unspecified",InPatient,2,4,3,Exploratory surgery for right upper quadrant pain localized to gallbladder; standard post-op care.,AI-Enriched-WHO-ThaiDRG
K40.9,"Unilateral inguinal hernia, without obstruction or gangrene",InPatient,1,3,2,Elective herniorrhaphy with mesh repair; early ambulation and urinary retention monitoring.,AI-Enriched-WHO-ThaiDRG
K40.30,"Unilateral inguinal hernia, with obstruction, without gangrene",InPatient,3,5,4,Urgent hernia repair for bowel incarceration; monitor for return of bowel function post-reduction.,AI-Enriched-WHO-ThaiDRG
K41.31,"Unilateral femoral hernia, with obstruction, without gangrene, recurrent",InPatient,3,6,4,Complex repair of recurrent femoral hernia; higher risk of vascular or nerve injury.,AI-Enriched-WHO-ThaiDRG
K46.9,Unspecified abdominal hernia without obstruction or gangrene,InPatient,2,4,3,Surgical correction of atypical abdominal wall hernia; monitor for seroma or wound hematoma.,AI-Enriched-WHO-ThaiDRG
S42.01,Fracture of sternal end of clavicle,InPatient,2,5,3,Internal fixation for displaced sternoclavicular fractures; check for mediastinal injury.,AI-Enriched-WHO-ThaiDRG
S42.11,Fracture of body of scapula,InPatient,3,7,4,Surgical fixation for comminuted scapular body fractures; monitor for associated thoracic injuries.,AI-Enriched-WHO-ThaiDRG
S42.12,Fracture of acromial process,InPatient,2,5,3,ORIF of acromion fracture; post-operative shoulder immobilization and pain control.,AI-Enriched-WHO-ThaiDRG
S42.21,Fracture of greater tuberosity of humerus,InPatient,3,6,4,Surgical fixation to restore rotator cuff function; monitor for axillary nerve damage.,AI-Enriched-WHO-ThaiDRG
S42.23,Fracture of surgical neck of humerus,InPatient,3,7,5,ORIF or hemiarthroplasty in elderly patients; assessment of bone quality and stable fixation.,AI-Enriched-WHO-ThaiDRG
S42.32,"Fracture of shaft of humerus, comminuted",InPatient,4,8,5,Plate fixation or intramedullary nailing; radial nerve function monitoring is critical.,AI-Enriched-WHO-ThaiDRG
S42.41,Simple fracture of lateral condyle of humerus,InPatient,2,5,3,ORIF for intra-articular elbow fracture; focus on early range of motion post-stability.,AI-Enriched-WHO-ThaiDRG
S42.42,Fracture of medial condyle of humerus,InPatient,2,5,3,Surgical stabilization of medial column; monitor ulnar nerve function post-operatively.,AI-Enriched-WHO-ThaiDRG
S52.02,Fracture of olecranon process,InPatient,2,5,3,Tension band wiring or plate fixation; assessment of skin integrity over the elbow.,AI-Enriched-WHO-ThaiDRG
S52.03,Fracture of coronoid process of ulna,InPatient,3,6,4,Surgical repair for elbow stability in terrible triad injuries; complex rehab required.,AI-Enriched-WHO-ThaiDRG
S52.12,Fracture of neck of radius,InPatient,2,4,3,ORIF or radial head replacement if severely comminuted; check for Essex-Lopresti injury.,AI-Enriched-WHO-ThaiDRG
S52.21,Fracture of upper end of ulna,InPatient,3,6,4,ORIF of proximal ulna; typically associated with Monteggia fracture-dislocation.,AI-Enriched-WHO-ThaiDRG
S52.53,Colles' fracture,InPatient,1,3,2,Volar plate fixation for unstable distal radius fractures; assess median nerve sensation.,AI-Enriched-WHO-ThaiDRG
S52.55,Smith's fracture,InPatient,1,4,2,Surgical fixation of volar displaced distal radius; monitor for tendon irritation.,AI-Enriched-WHO-ThaiDRG
S62.60,Fracture of other finger,InPatient,1,3,2,K-wire fixation or mini-plate for unstable phalangeal fractures; digital block management.,AI-Enriched-WHO-ThaiDRG
S62.61,Fracture of proximal phalanx of finger,InPatient,1,3,2,Surgical stabilization to prevent malrotation; early mobilization to prevent stiffness.,AI-Enriched-WHO-ThaiDRG
S72.03,Midcervical femur fracture,InPatient,5,12,7,Hemiarthroplasty or total hip replacement; high risk for post-op delirium and DVT.,AI-Enriched-WHO-ThaiDRG
S72.04,Base of neck femur fracture,InPatient,5,10,7,Surgical fixation using DHS or cephalomedullary nail; monitor hemoglobin levels.,AI-Enriched-WHO-ThaiDRG
S72.12,Fracture of lesser trochanter,InPatient,4,8,6,Often pathological in adults; surgical evaluation for proximal femur stability.,AI-Enriched-WHO-ThaiDRG
S72.13,Apophyseal fracture of femur,InPatient,3,7,5,Surgical repair for significant displacement; pediatric or adolescent population common.,AI-Enriched-WHO-ThaiDRG
S72.21,Subtrochanteric fracture,InPatient,6,14,8,High energy injury requiring long intramedullary nail; monitor for compartment syndrome.,AI-Enriched-WHO-ThaiDRG
S72.42,"Distal femur, lateral condyle fracture",InPatient,5,10,7,ORIF of intra-articular distal femur; weight-bearing restrictions and knee ROM focus.,AI-Enriched-WHO-ThaiDRG
S82.02,"Fracture of patella, comminuted",InPatient,3,7,4,Surgical repair (ORIF) or partial patellectomy; extension mechanism protection.,AI-Enriched-WHO-ThaiDRG
S82.13,Medial condyle of tibia fracture,InPatient,4,9,6,Tibial plateau fixation; monitor for post-traumatic arthritis and peroneal nerve function.,AI-Enriched-WHO-ThaiDRG
S82.23,Displaced fracture of shaft of tibia,InPatient,4,10,6,Intramedullary nailing; assess for signs of compartment syndrome in the first 48 hours.,AI-Enriched-WHO-ThaiDRG
S82.43,Displaced fracture of shaft of fibula,InPatient,2,5,3,"ORIF for fibular stability, especially when part of an ankle syndesmotic injury.",AI-Enriched-WHO-ThaiDRG
S92.11,Fracture of neck of talus,InPatient,3,7,4,ORIF required to prevent avascular necrosis; strict non-weight bearing post-operatively.,AI-Enriched-WHO-ThaiDRG
S92.21,Fracture of navicular bone,InPatient,2,5,3,Surgical stabilization for midfoot integrity; assessment of medial column arch.,AI-Enriched-WHO-ThaiDRG
S92.31,Fracture of first metatarsal,InPatient,2,4,3,Fixation for displaced metatarsal fractures; monitor for foot swelling and toe perfusion.,AI-Enriched-WHO-ThaiDRG
M16.6,"Secondary coxarthrosis, bilateral",InPatient,6,12,8,Staged or simultaneous bilateral total hip replacement; intensive physical therapy required.,AI-Enriched-WHO-ThaiDRG
M16.7,"Secondary coxarthrosis, unilateral",InPatient,4,8,5,Total hip arthroplasty for post-traumatic or secondary causes; monitor hip precautions.,AI-Enriched-WHO-ThaiDRG
M17.9,"Gonarthrosis, unspecified",InPatient,4,8,5,Total knee replacement for end-stage osteoarthritis; focus on wound healing and early flexion.,AI-Enriched-WHO-ThaiDRG
M19.02,"Primary osteoarthritis, elbow",InPatient,3,7,5,Elbow arthroplasty or debridement for severe pain and stiffness; monitor nerve function.,AI-Enriched-WHO-ThaiDRG
M19.03,"Primary osteoarthritis, wrist",InPatient,2,6,4,Wrist fusion or arthroplasty for chronic pain; post-operative immobilization and rehab.,AI-Enriched-WHO-ThaiDRG
M19.07,"Primary osteoarthritis, ankle and foot",InPatient,3,7,4,Ankle arthrodesis or replacement; management of chronic gait disturbance.,AI-Enriched-WHO-ThaiDRG
O14.21,"HELLP syndrome, first trimester",InPatient,4,8,6,"Intensive monitoring for hemolysis, elevated liver enzymes, and low platelets in early pregnancy.",AI-Enriched-WHO-ThaiDRG
O14.22,"HELLP syndrome, second trimester",InPatient,4,8,6,Management of severe pre-eclampsia variant; balance fetal viability vs. maternal risk.,AI-Enriched-WHO-ThaiDRG
O14.24,"HELLP syndrome, complicating labor and delivery",InPatient,5,10,7,Acute management during delivery; high risk of hemorrhage and multi-organ failure.,AI-Enriched-WHO-ThaiDRG
O14.25,"HELLP syndrome, postpartum",InPatient,5,10,7,Post-delivery stabilization of liver function and platelet counts.,AI-Enriched-WHO-ThaiDRG
O14.11,"Severe pre-eclampsia, first trimester",InPatient,3,7,5,Early onset severe hypertension and proteinuria; high risk for pregnancy loss.,AI-Enriched-WHO-ThaiDRG
O14.12,"Severe pre-eclampsia, second trimester",InPatient,3,7,5,Monitoring for end-organ damage; Magnesium Sulfate prophylaxis for seizures.,AI-Enriched-WHO-ThaiDRG
O14.14,"Severe pre-eclampsia, complicating labor and delivery",InPatient,4,8,6,Intrapartum BP management and seizure prevention.,AI-Enriched-WHO-ThaiDRG
O14.15,"Severe pre-eclampsia, postpartum",InPatient,4,8,6,Postpartum surveillance for delayed eclampsia or pulmonary edema.,AI-Enriched-WHO-ThaiDRG
O14.01,"Mild to moderate pre-eclampsia, first trimester",InPatient,2,5,3,Inpatient workup and baseline laboratory assessment in early gestation.,AI-Enriched-WHO-ThaiDRG
O14.02,"Mild to moderate pre-eclampsia, second trimester",InPatient,2,5,3,Blood pressure stabilization and assessment for fetal growth restriction.,AI-Enriched-WHO-ThaiDRG
O14.04,"Mild to moderate pre-eclampsia, complicating labor and delivery",InPatient,3,6,4,Standardized delivery monitoring for progression to severe features.,AI-Enriched-WHO-ThaiDRG
O14.05,"Mild to moderate pre-eclampsia, postpartum",InPatient,3,6,4,Monitoring for resolution of gestational hypertension and proteinuria.,AI-Enriched-WHO-ThaiDRG
O15.23,"Eclampsia in the puerperium, severe",InPatient,5,12,8,Post-delivery seizures; management of neurological complications and BP control.,AI-Enriched-WHO-ThaiDRG
O15.91,"Eclampsia, unspecified, antepartum",InPatient,5,10,7,Seizure management during pregnancy; often requires urgent delivery.,AI-Enriched-WHO-ThaiDRG
O15.92,"Eclampsia, unspecified, intrapartum",InPatient,6,12,8,Seizures occurring during labor; complex anesthetic and obstetric management.,AI-Enriched-WHO-ThaiDRG
O15.93,"Eclampsia, unspecified, postpartum",InPatient,5,10,7,Late-onset eclampsia management up to 6 weeks post-delivery.,AI-Enriched-WHO-ThaiDRG
O00.04,Abdominal pregnancy with rupture,InPatient,5,12,8,Surgical emergency; management of massive intra-abdominal hemorrhage.,AI-Enriched-WHO-ThaiDRG
O00.14,Tubal pregnancy with rupture and shock,InPatient,4,10,6,Salpingectomy or salpingostomy; fluid resuscitation for hypovolemic shock.,AI-Enriched-WHO-ThaiDRG
O00.15,"Tubal pregnancy with rupture, without shock",InPatient,3,7,5,Surgical intervention for ectopic pregnancy with localized hemoperitoneum.,AI-Enriched-WHO-ThaiDRG
O00.24,Ovarian pregnancy with rupture and shock,InPatient,4,10,6,Urgent laparotomy or laparoscopy for ovarian ectopic rupture.,AI-Enriched-WHO-ThaiDRG
O00.25,"Ovarian pregnancy with rupture, without shock",InPatient,3,7,5,Surgical management of ovarian ectopic; focus on preserving ovarian tissue.,AI-Enriched-WHO-ThaiDRG
O00.84,Other ectopic pregnancy with rupture,InPatient,4,8,6,"Includes cervical, intramural, or cornual rupture with significant bleeding.",AI-Enriched-WHO-ThaiDRG
O00.85,"Other ectopic pregnancy without rupture, with hemoperitoneum",InPatient,4,8,6,Leakage of blood from ectopic site without full rupture; surgical repair.,AI-Enriched-WHO-ThaiDRG
O82.3,"Caesarean section, emergency, for fetal distress",InPatient,3,6,4,Urgent operative delivery; includes monitoring for neonatal hypoxia.,AI-Enriched-WHO-ThaiDRG
O82.4,"Caesarean section, elective, repeat",InPatient,3,5,4,Planned repeat CS; standard post-operative care and uterine scar assessment.,AI-Enriched-WHO-ThaiDRG
O82.5,"Caesarean section, emergency, for failure to progress",InPatient,4,7,5,Delivery following prolonged labor; monitor for maternal fatigue and infection.,AI-Enriched-WHO-ThaiDRG
O81.6,Delivery by combined forceps and vacuum extractor,InPatient,3,5,4,Complex vaginal delivery; monitor for maternal trauma and neonatal scalp injury.,AI-Enriched-WHO-ThaiDRG
O81.7,Delivery by rotation of forceps,InPatient,3,5,4,Instrumental delivery requiring rotation; higher risk of 3rd/4th degree tears.,AI-Enriched-WHO-ThaiDRG
O84.21,"Multiple delivery, all by caesarean section, twins",InPatient,4,7,5,Cesarean delivery for twin gestation; monitor for uterine atony.,AI-Enriched-WHO-ThaiDRG
O84.22,"Multiple delivery, all by caesarean section, triplets",InPatient,5,10,7,High-risk operative delivery for triplet gestation; neonatal NICU coordination.,AI-Enriched-WHO-ThaiDRG
O11.3,"Pre-existing hypertension with superimposed pre-eclampsia, third trimester",InPatient,4,8,6,Acute worsening of chronic hypertension in late pregnancy.,AI-Enriched-WHO-ThaiDRG
O11.4,"Pre-existing hypertension with superimposed pre-eclampsia, complicating childbirth",InPatient,4,9,7,Chronic hypertension complicating delivery process; risk of heart failure.,AI-Enriched-WHO-ThaiDRG
O11.5,"Pre-existing hypertension with superimposed pre-eclampsia, postpartum",InPatient,4,9,7,Delayed recovery of blood pressure in patients with chronic renal/heart disease.,AI-Enriched-WHO-ThaiDRG
O10.01,"Pre-existing essential hypertension, first trimester",InPatient,2,4,3,Stabilization of chronic BP medications for safety in early pregnancy.,AI-Enriched-WHO-ThaiDRG
