icd_code,diagnosis_group,expected_drug_classes,red_flag_drugs,max_drug_count,notes
M24.2,disorder_of_ligament,nsaids(naproxen);analgesics(paracetamol),fluoroquinolones(tendon_risk),3,Ligamentous_laxity_or_instability;conservative_management_first
M25.4,effusion_of_joint,nsaids(celecoxib);corticosteroids(aspiration_and_injection),anticoagulants(caution_with_arthrocentesis),3,Diagnostic_tap_required_to_rule_out_septic_arthritis
M25.5,pain_in_joint,analgesics(paracetamol);topical_nsaids(diclofenac);oral_nsaids(short_term),systemic_steroids(without_diagnosis);opioids(long_term),3,Arthralgia_nos;investigate_underlying_cause_if_persistent
M30.1,churg_strauss_syndrome,corticosteroids(prednisolone_high_dose);cyclophosphamide;azathioprine,leukotriene_receptor_antagonists(potential_trigger_association),6,Eosinophilic_granulomatosis_with_polyangiitis;assess_asthma_history
M30.3,mucocutaneous_lymph_node_syndrome,ivig(immunoglobulin);antiplatelets(aspirin_high_dose_then_low),nsaids(ibuprofen_antagonizes_aspirin_effect);corticosteroids(alone_without_ivig),4,Kawasaki_disease;monitor_coronary_aneurysms;aspirin_exception_in_children
M31.0,hypersensitivity_angiitis,antihistamines;corticosteroids(prednisolone);nsaids(symptomatic),culprit_drug(penicillin_sulfa_etc),4,Cutaneous_leukocytoclastic_vasculitis;identify_trigger
M31.3,wegeners_granulomatosis,corticosteroids(prednisolone);cyclophosphamide;rituximab;cotrimoxazole(pcp_prophylaxis),live_vaccines,7,Granulomatosis_with_polyangiitis;monitor_renal_function_and_anca
M31.4,aortic_arch_syndrome,corticosteroids(prednisolone);methotrexate;biologics(tocilizumab);antiplatelets,vasoconstrictors,6,Takayasu_arteritis;pulseless_disease;monitor_bp_in_all_limbs
M33.0,juvenile_dermatopolymyositis,corticosteroids(prednisolone);methotrexate;ivig;hydroxychloroquine,live_vaccines;statins(myopathy_risk),6,Monitor_muscle_enzymes_ck_ldh;screen_for_calcinosis
M33.1,other_dermatopolymyositis,corticosteroids(prednisolone);azathioprine;mycophenolate_mofetil,statins;fibrates;simvastatin,6,Adult_onset;screen_for_underlying_malignancy
M34.1,crst_syndrome,calcium_channel_blockers(nifedipine_for_raynauds);ppi(omeprazole);prokinetics,beta_blockers(worsen_raynauds);high_dose_steroids(renal_crisis_risk),5,CREST_syndrome;monitor_for_pulmonary_hypertension
M34.8,other_forms_of_systemic_sclerosis,ace_inhibitors(enalapril_for_renal_crisis);immunosuppressants(mycophenolate);vasodilators,corticosteroids(prednisolone_above_15mg_risk_renal_crisis);nsaids(renal_risk),6,Scleroderma;skin_care_and_bp_monitoring_essential
M35.1,other_overlap_syndromes,corticosteroids;hydroxychloroquine;methotrexate,live_vaccines,5,Mixed_connective_tissue_disease;anti_rnp_positive
M35.2,behcets_disease,colchicine;corticosteroids(topical_and_systemic);azathioprine;biologics(infliximab),none_specific_but_avoid_unnecessary_antibiotics,5,Oro_genital_ulcers_and_uveitis;pathergy_test_positive
M35.7,hypermobility_syndrome,analgesics(paracetamol);nsaids(intermittent);physiotherapy,chronic_opioids;systemic_steroids,3,Ehlers_danlos_features;strengthening_exercises_key
M43.1,spondylolisthesis,nsaids(celecoxib);muscle_relaxants(tolperisone);neuropathic_pain_agents(gabapentin),heavy_sedatives_in_elderly,4,Vertebral_slippage;surgical_consult_if_neurologic_deficit
M46.1,sacroiliitis_nec,nsaids(indomethacin_etoricoxib);tnf_inhibitors(if_spondyloarthropathy_confirmed),systemic_steroids(limited_efficacy_unless_injected),4,MRI_standard_for_early_diagnosis;screen_for_ankylosing_spondylitis
M46.2,osteomyelitis_of_vertebra,antibiotics(vancomycin_ceftazidime_long_term);analgesics(tramadol),corticosteroids(immunosuppression),5,Pott_disease_differential;requires_6_weeks_plus_antibiotics
M48.1,ankylosing_hyperostosis,nsaids(etoricoxib);analgesics(paracetamol),retinoids(associated_with_hyperostosis),3,DISH_forestier_disease;preservation_of_disc_height_distinguishes_from_oa
M53.0,cervicocranial_syndrome,muscle_relaxants(orphenadrine);nsaids(naproxen);tcas(amitriptyline_low_dose),opioids(risk_of_medication_overuse_headache),4,Barre_lieou_syndrome;neck_pain_with_vertigo_or_tinnitus
M53.1,cervicobrachial_syndrome,nsaids(ibuprofen);neuropathic_agents(pregabalin);muscle_relaxants,benzodiazepines(long_term),4,Radicular_pain_neck_to_arm;physiotherapy_traction
M60.1,interstitial_myositis,corticosteroids(prednisolone);immunosuppressants(methotrexate),simvastatin;gemfibrozil,5,Inflammatory_muscle_disorder;exclude_infection
M62.8,rhabdomyolysis,iv_fluids(normal_saline_aggressive);bicarbonate(urine_alkalinization);diuretics(mannitol_if_indicated),nsaids;ace_inhibitors;statins;nephrotoxic_agents,5,Monitor_cpk_and_potassium;prevention_of_aki_is_priority
M65.2,calcific_tendinitis,nsaids(indomethacin);corticosteroids(subacromial_injection),fluoroquinolones,3,Acute_severe_shoulder_pain;often_self_limiting
M67.4,ganglion,nsaids(topical_or_oral_for_pain),sclerosing_agents(risk_of_tissue_damage),2,Cystic_swelling;aspiration_or_surgery_if_symptomatic
M70.2,olecranon_bursitis,nsaids(naproxen);antibiotics(cloxacillin_if_septic);corticosteroids(injection_if_aseptic),steroid_injection_if_infection_suspected,3,Students_elbow;rule_out_septic_bursitis
M70.4,prepatellar_bursitis,nsaids(ibuprofen);analgesics(paracetamol),steroid_injection_if_infection_suspected,3,Housemaids_knee;avoid_kneeling
M70.6,trochanteric_bursitis,nsaids(celecoxib);corticosteroids(local_injection);lidocaine_patch,sedatives(fall_risk),3,Greater_trochanteric_pain_syndrome;lateral_hip_pain
M71.3,bakers_cyst,nsaids(naproxen);corticosteroids(intra_articular_knee_injection),anticoagulants(caution_with_rupture),3,Popliteal_cyst;treat_underlying_knee_pathology
M72.0,palmar_fascial_fibromatosis,corticosteroids(intralesional_triamcinolone);collagenase(injection),phenytoin(may_induce_fibrosis),2,Dupuytren_contracture;associated_with_diabetes_and_alcohol
M76.0,gluteal_tendinitis,nsaids(etoricoxib);corticosteroids(injection);physiotherapy,fluoroquinolones,3,Often_coexists_with_trochanteric_bursitis
M76.6,achilles_tendinitis,nsaids(naproxen);analgesics;physiotherapy(eccentric_loading),corticosteroid_injection(high_risk_of_rupture);fluoroquinolones,3,Avoid_injection_directly_into_tendon
M77.0,medial_epicondylitis,nsaids(topical_diclofenac);corticosteroids(injection),fluoroquinolones,3,Golfers_elbow;rest_and_brace
M77.3,calcaneal_spur,nsaids(ibuprofen);silicone_heel_pads,systemic_steroids,3,Plantar_heel_pain;associated_with_plantar_fasciitis
M80.1,postoophorectomy_osteoporosis_fracture,bisphosphonates(alendronate_zoledronic_acid);calcium_carbonate;vitamin_d3;analgesics(calcitonin),corticosteroids;ppis(long_term_reduces_calcium_absorption),6,Secondary_prevention_crucial;assess_fall_risk
M80.4,drug_induced_osteoporosis_fracture,anabolic_agents(teriparatide);bisphosphonates;calcium_vitamin_d,causative_agent(glucocorticoids_antiepileptics_heparin),6,Identify_and_withdraw_culprit_drug_if_possible
M81.4,drug_induced_osteoporosis_no_fracture,bisphosphonates(risedronate);denosumab;vitamin_d,glucocorticoids;ssris(weak_association_fracture_risk),5,Bone_density_scan_monitoring;prophylaxis_for_chronic_steroid_users
M83.5,osteomalacia_adults_drug_induced,vitamin_d(ergocalciferol_high_dose);calcium;phosphate_supplements,anticonvulsants(phenytoin_phenobarbital);rifampicin,5,Check_alkaline_phosphatase;address_malabsorption
N00.1,acute_nephritic_syndrome_focal,diuretics(furosemide);antihypertensives(amlodipine);corticosteroids(prednisolone);antibiotics(penicillin_v_if_strep),nsaids;aminoglycosides;ace_inhibitors(in_acute_phase_risk_hyperkalemia),5,Monitor_BP_fluid_balance_and_daily_weight;restrict_salt_and_fluid
N03.2,chronic_nephritic_syndrome_membranous,ace_inhibitors(enalapril);diuretics(furosemide);statins(atorvastatin);anticoagulants(warfarin_if_albumin_low),nsaids;nephrotoxic_agents;herbal_supplements,6,Rule_of_thirds_remission_stable_progression;monitor_proteinuria_and_lipids
N04.0,nephrotic_syndrome_minimal_change,corticosteroids(prednisolone);gastroprotection(omeprazole);calcium_supplements;vitamin_d,live_vaccines(during_high_dose_steroids);nsaids,5,Common_in_children;high_relapse_rate;monitor_for_infection_during_steroid_use
N11.0,chronic_pyelonephritis_reflux,antibiotic_prophylaxis(trimethoprim_sulfamethoxazole);antihypertensives(ace_inhibitors);analgesics(paracetamol),nsaids;aminoglycosides;contrast_media(if_renal_impairment),4,Monitor_renal_scars_and_function;manage_vesicoureteral_reflux
N13.0,hydronephrosis_upj_obstruction,analgesics(paracetamol_tramadol);antibiotics(ceftriaxone_if_infected);alpha_blockers(tamsulosin),high_volume_iv_fluids(risk_of_fornix_rupture);nsaids(if_renal_impairment),4,Surgical_correction_pyeloplasty_often_indicated;monitor_for_pyonephrosis
N13.5,ureteral_stricture,analgesics(tramadol);antibiotics(ciprofloxacin_post_manipulation);corticosteroids(short_course_post_dilatation),nsaids(renal_risk);anticholinergics,4,May_require_dj_stent_or_balloon_dilatation;monitor_creatinine
N15.1,renal_abscess,iv_antibiotics(ceftriaxone_metronidazole);analgesics(morphine);iv_fluids,nsaids;corticosteroids(unless_sepsis_protocol),5,Percutaneous_drainage_usually_required;prolonged_antibiotic_course_4_6_weeks
N17.9,acute_kidney_injury_unspecified,iv_fluids(nss);diuretics(furosemide_challenge);potassium_binders(calcium_polystyrene_sulfonate),nsaids;ace_inhibitors;arbs;aminoglycosides;metformin,6,Identify_cause_prerenal_renal_postrenal;strict_input_output_charting
N18.3,chronic_kidney_disease_stage_3,ace_inhibitors(enalapril);statins(simvastatin);calcium_carbonate;vitamin_d(ergocalciferol),nsaids;cox2_inhibitors;gadolinium_contrast;phosphate_enemas,6,Maintain_BP_under_130_80;monitor_PTH_calcium_phosphate;avoid_nephrotoxins
N18.4,chronic_kidney_disease_stage_4,phosphate_binders(calcium_carbonate);erythropoietin_stimulating_agents;sodium_bicarbonate;loop_diuretics(furosemide),metformin;potassium_sparing_diuretics(spironolactone);nsaids;magnesium_antacids,8,Prepare_for_renal_replacement_therapy;vascular_access_planning;anemia_management
N18.5,chronic_kidney_disease_stage_5,phosphate_binders(sevelamer);calcimimetics;multivitamins(folic_acid_b_complex);antihypertensives(amlodipine),nsaids;high_potassium_foods;magnesium_supplements;digoxin(dose_adjust),9,End_stage_renal_disease;dialysis_or_transplant_needed;strict_fluid_restriction
N20.0,calculus_of_kidney,analgesics(paracetamol_tramadol);alkalinizing_agents(potassium_citrate);antiemetics(domperidone),loop_diuretics(increases_calcium_excretion);high_dose_vitamin_c,5,Hydration_therapy_2_3L_day;swl_or_pcnl_indication_check
N20.1,calculus_of_ureter,nsaids(diclofenac_im);alpha_blockers(tamsulosin_expulsive_therapy);opioids(pethidine_severe_pain),anticholinergics(reduces_peristalsis);potassium_sparing_diuretics(if_renal_impairment),4,Medical_expulsive_therapy_for_stones_under_10mm;watch_for_sepsis_signs
N25.1,nephrogenic_diabetes_insipidus,diuretics(hydrochlorothiazide);nsaids(indomethacin);potassium_supplements,lithium;demeclocycline;foscarnet,4,Paradoxical_treatment_with_thiazides;maintain_hydration;monitor_electrolytes
N28.1,cyst_of_kidney_acquired,analgesics(paracetamol);antihypertensives(losartan),anticoagulants(if_hemorrhagic_risk_high),3,Bosniak_classification_for_malignancy_risk;monitor_blood_pressure
N30.2,chronic_cystitis,prophylactic_antibiotics(nitrofurantoin_bedtime);anticholinergics(oxybutynin);urinary_analgesics(phenazopyridine),caffeine;alcohol;cyclophosphamide(hemorrhagic_cystitis_risk),4,Rule_out_bladder_cancer_tuberculosis;behavioral_modification
N32.1,vesicointestinal_fistula,antibiotics(metronidazole_ciprofloxacin);antidiarrheals;nutritional_support,immunosuppressants;nsaids(worsens_diverticulitis),5,Pneumaturia_and_fecaluria;usually_requires_surgical_repair_and_bowel_resection
N41.0,acute_prostatitis,antibiotics(ciprofloxacin_or_ceftriaxone_doxycycline);nsaids(ibuprofen);alpha_blockers(tamsulosin),urethral_catheterization(risk_of_bacteremia_use_suprapubic);diuretics,4,Antibiotics_for_4_weeks_minimum;stool_softeners_to_reduce_pain
N41.1,chronic_prostatitis,antibiotics(levofloxacin_long_course);alpha_blockers(alfuzosin);nsaids(celecoxib);phytotherapy(saw_palmetto),opioids(dependence_risk);anticholinergics(urinary_retention),5,NIH_classification_category_II_or_III;multimodal_therapy_essential
N43.0,encysted_hydrocele,analgesics(paracetamol_post_op);scrotal_support,anticoagulants(perioperative_risk),2,Surgical_excision_hydrocelectomy_if_symptomatic;transillumination_positive
N45.0,orchitis_epididymitis_abscess,iv_antibiotics(ceftriaxone_doxycycline);analgesics(nsaids);scrotal_support,corticosteroids(unless_viral_mumps_orchitis);urethral_instrumentation,4,Drainage_needed_if_abscess;rule_out_testicular_torsion_with_doppler
N47,phimosis_paraphimosis,topical_steroids(betamethasone);local_anesthetics(lidocaine_gel);analgesics(paracetamol),forceful_retraction,3,Paraphimosis_is_emergency_manual_reduction_or_dorsal_slit;circumcision_for_phimosis
N48.3,priapism,intracavernosal_alpha_agonists(phenylephrine);analgesics(morphine);local_anesthetic,pde5_inhibitors(sildenafil);antipsychotics;trazodone;androgens,3,Urologic_emergency_over_4_hours;aspirate_and_irrigate;check_sickle_cell
N48.6,peyronie_disease,intralesional_injections(collagenase_verapamil);oral_agents(pentoxifylline);nsaids,beta_blockers(possible_association),3,Curvature_correction_surgery_in_stable_phase;shock_wave_therapy_for_pain
N50.0,testicular_atrophy,testosterone_replacement(testosterone_enanthate);hcg(if_fertility_desired),anabolic_steroids(worsens_atrophy);chemotherapy,3,Investigate_hypogonadism_cause;semen_analysis_if_reproductive_age
N60.1,diffuse_cystic_mastopathy,analgesics(paracetamol);evening_primrose_oil;vitamin_e,hormone_replacement_therapy(may_worsen_cysts);caffeine,3,Benign_breast_condition;ultrasound_monitoring;supportive_bra
N64.4,mastodynia,topical_nsaids(diclofenac_gel);oral_contraceptives(low_dose);danazol(rarely_used),digoxin;spironolactone;methyldopa(can_cause_breast_pain),3,Cyclical_vs_non_cyclical;exclude_infection_and_malignancy
N70.0,acute_salpingitis_pid,antibiotics(ceftriaxone_doxycycline_metronidazole);analgesics(ibuprofen),steroids(mask_infection);douching,4,Treat_partner;risk_of_tubal_infertility;remove_iud_if_present
N70.1,chronic_salpingitis,antibiotics(doxycycline_long_course);nsaids(naproxen),immunosuppressants,3,Evaluate_for_hydrosalpinx;laparoscopy_may_be_needed
N71.0,acute_inflammatory_disease_uterus_endometritis,antibiotics(clindamycin_gentamicin_iv);antipyretics(paracetamol),tampons;vaginal_douching,4,Common_post_c_section_or_abortion;check_retained_products
N73.0,acute_parametritis_pelvic_cellulitis,iv_antibiotics(piperacillin_tazobactam);iv_fluids;analgesics,oral_antibiotics_only(insufficient);nsaids(mask_fever),5,Hospitalization_required;monitor_for_broad_ligament_abscess
N75.0,cyst_of_bartholin_gland,analgesics(paracetamol);antibiotics(amoxicillin_clavulanate_if_infected),simple_incision(high_recurrence_rate),3,Marsupialization_or_word_catheter_if_symptomatic_abscess;sitz_baths
N76.0,acute_vaginitis,antifungals(clotrimazole_pessary);antibiotics(metronidazole_oral);topical_corticosteroids(hydrocortisone),broad_spectrum_antibiotics(worsens_candida);douching,4,Identify_etiology_bacterial_vaginosis_candidiasis_trichomoniasis
N76.1,chronic_vaginitis,oral_antifungals(fluconazole_suppressive);vaginal_estrogen(if_atrophic);probiotics,perfumed_soaps;synthetic_underwear,3,Check_diabetes_status;treat_sexual_partner_if_recurrent
N80.0,endometriosis_of_uterus_adenomyosis,progestins(dienogest);nsaids(mefenamic_acid);gnrh_agonists(leuprorelin),unopposed_estrogen;tamoxifen,4,Ultrasound_shows_heterogeneous_myometrium;hysterectomy_definitive_treatment
N80.1,endometriosis_of_ovary,oral_contraceptives(combined);analgesics(naproxen);progestins,ovarian_stimulation_drugs(without_prior_suppression),4,Chocolate_cyst;cystectomy_preferred_over_drainage_to_prevent_recurrence
N81.1,cystocele,vaginal_estrogen(estriol_cream);antimuscarinics(solifenacin_if_urgency),diuretics(exacerbates_symptoms);chronic_cough_inducers(ace_inhibitors_if_cough),3,Pelvic_floor_muscle_training;pessary;anterior_colporrhaphy
N81.6,rectocele,laxatives(lactulose_ispaghula_husk);vaginal_estrogen,opioids(constipation);anticholinergics,3,Avoid_straining;splinting_during_defecation;posterior_colporrhaphy
N83.0,follicular_cyst_of_ovary,analgesics(paracetamol);oral_contraceptives(prevent_recurrence),anticoagulants(risk_of_hemorrhage_if_rupture),3,Functional_cyst;usually_resolves_spontaneously_in_2_3_cycles
N83.1,corpus_luteum_cyst,analgesics(ibuprofen);tranexamic_acid(if_bleeding),vigorous_exercise(rupture_risk);anticoagulants,3,Monitor_for_signs_of_hemoperitoneum;differentiate_from_ectopic_pregnancy
N84.0,polyp_of_corpus_uteri,progestins(medroxyprogesterone_post_removal),tamoxifen(increases_polyp_risk),2,Hysteroscopic_polypectomy;histology_mandatory_to_rule_out_cancer
N85.1,endometrial_hyperplasia_adenomatous,high_dose_progestins(megestrol_acetate);levonorgestrel_iud,estrogen_replacement_therapy(without_progestin);tamoxifen,3,Precancerous_lesion;endometrial_sampling_every_3_6_months
N91.0,primary_amenorrhoea,hormone_replacement_therapy(estrogen_progesterone);calcium_vitamin_d,pregnancy_category_x_drugs,4,Investigate_karyotype_turner_syndrome_and_anatomy_mrkh
N91.1,secondary_amenorrhoea,medroxyprogesterone(withdrawal_bleed_test);oral_contraceptives;metformin(if_pcos),dopamine_antagonists(raise_prolactin);chemotherapy,4,Rule_out_pregnancy_thyroid_dysfunction_hyperprolactinemia
N92.0,menorrhagia_regular_cycle,tranexamic_acid;nsaids(mefenamic_acid);oral_contraceptives;iron_supplements(ferrous_fumarate),aspirin;anticoagulants;ginkgo_biloba,5,Exclude_fibroids_and_coagulopathy;monitor_hemoglobin
N92.6,irregular_menstruation_unspecified,combined_oral_contraceptives;cyclic_progestogens(norethisterone),anticoagulants;herbal_supplements_unknown_origin,3,Keep_menstrual_calendar;investigate_ovulatory_dysfunction
N93.0,postcoital_bleeding,antibiotics(azithromycin_if_cervicitis);silver_nitrate(cautery),vaginal_suppositories(before_exam),2,Pap_smear_and_colposcopy_essential_to_rule_out_cervical_cancer
N93.8,abnormal_uterine_bleeding_dysfunctional,conjugated_estrogens(iv_high_dose_acute);tranexamic_acid;levonorgestrel_iud,nsaids(if_platelet_disorder);aspirin,4,PALM_COEIN_classification;endometrial_biopsy_if_risk_factors
N94.4,primary_dysmenorrhoea,nsaids(ibuprofen_naproxen_start_pre_menses);oral_contraceptives;antispasmodics(hyoscine),copper_iud(may_worsen_pain),4,Pain_starts_with_menses_lasts_48_72h;response_to_nsaids_usually_good
N94.5,secondary_dysmenorrhoea,analgesics(tramadol_paracetamol);gnrh_agonists;progestins,ineffective_analgesia_masking_progression,4,Investigate_underlying_pathology_endometriosis_adenomyosis_fibroids
L00,staphylococcal_scalded_skin_syndrome,penicillinase_resistant_penicillins(cloxacillin_oxacillin);cephalosporins(cefazolin);analgesics(paracetamol);IV_fluids,corticosteroids(reduce_immunity);NSAIDs(potential_renal_toxicity_in_dehydration),5,Hospitalization_required;supportive_care_for_skin_failure;monitor_fluid_electrolytes
L01.0,impetigo,topical_antibiotics(mupirocin_fusidic_acid);oral_antibiotics(dicloxacillin_cephalexin);antiseptics(chlorhexidine),topical_corticosteroids(worsens_infection);occlusive_dressings,3,Highly_contagious;remove_crusts_gently_before_applying_topicals;hygiene_education
L01.1,impetiginization_of_dermatoses,oral_antibiotics(cloxacillin_amoxicillin_clavulanate);topical_antibiotics;antihistamines(cetirizine_for_itch),potent_topical_steroids_monotherapy(treat_infection_first),4,Secondary_infection_of_eczema_or_scabies;treat_infection_then_underlying_condition
L02.0,abscess_furuncle_face,antibiotics(clindamycin_doxycycline);analgesics(paracetamol);topical_antibiotics,squeezing_lesion(risk_of_cavernous_sinus_thrombosis);inadequate_antibiotic_dosing,4,Danger_triangle_of_face;monitor_for_neurological_signs;early_drainage_if_fluctuant
L02.2,abscess_furuncle_trunk,antibiotics(dicloxacillin_cotrimoxazole);analgesics;antiseptic_wash,antibiotics_without_drainage(if_abscess_formed),3,Incision_and_drainage_is_primary_treatment;antibiotics_adjunctive_if_cellulitis_present
L02.4,abscess_furuncle_limb,antibiotics(cephalexin_clindamycin);analgesics(ibuprofen_paracetamol),topical_steroids,3,Elevate_limb;immobilization_may_help_pain;assess_for_MRSA_risk
L04.0,acute_lymphadenitis_face_head_neck,antibiotics(amoxicillin_clavulanate_clindamycin);analgesics;antipyretics,corticosteroids(masking_lymphoma_or_infection),4,Search_for_primary_entry_site_dental_or_scalp;rule_out_TB_if_chronic
L05.0,pilonidal_cyst_with_abscess,antibiotics(metronidazole_plus_cephalexin);analgesics(tramadol_paracetamol),prolonged_antibiotics_without_surgical_consult,4,Surgical_incision_and_drainage_mandatory;sitz_baths_post_procedure
L08.0,pyoderma,topical_antiseptics(povidone_iodine_chlorhexidine);oral_antibiotics(dicloxacillin);topical_antibiotics,occlusive_ointments(promote_bacterial_growth),3,General_term_for_purulent_infection;maintain_skin_hygiene
L10.0,pemphigus_vulgaris,systemic_corticosteroids(prednisolone);immunosuppressants(azathioprine_mycophenolate);monoclonal_antibodies(rituximab),live_vaccines;NSAIDs(gastric_risk_with_high_dose_steroids),6,Life_threatening_blistering;oral_lesions_common;requires_specialist_care
L12.0,bullous_pemphigoid,potent_topical_corticosteroids(clobetasol);systemic_corticosteroids;tetracyclines(doxycycline_with_nicotinamide),potassium_sparing_diuretics(potential_drug_trigger),5,Common_in_elderly;subepidermal_blisters;pruritus_often_precedes_blisters
L20.8,other_atopic_dermatitis,emollients(urea_cream_petrolatum);topical_corticosteroids(betamethasone);calcineurin_inhibitors(tacrolimus),systemic_corticosteroids_long_term(rebound_risk_side_effects),4,Includes_neurodermatitis;focus_on_barrier_repair_and_itch_control
L21.1,seborrhoeic_infantile_dermatitis,emollients(olive_oil_mineral_oil);mild_topical_steroids(hydrocortisone);topical_antifungals(ketoconazole),salicylic_acid(toxicity_risk_in_infants),3,Cradle_cap;usually_self_limiting;reassure_parents
L22,diaper_dermatitis,barrier_creams(zinc_oxide);mild_topical_steroids(hydrocortisone);topical_antifungals(clotrimazole_if_candidiasis),potent_fluorinated_steroids(skin_atrophy_absorption);cornstarch_powder(bacterial_food),3,Frequent_diaper_changes;air_exposure;rule_out_candida_infection
L23.2,allergic_contact_dermatitis_cosmetics,topical_corticosteroids(mometasone);oral_antihistamines;emollients,causative_cosmetic_agent,3,Face_and_eyelids_common;patch_testing_may_identify_preservatives_or_fragrances
L23.3,allergic_contact_dermatitis_drugs,topical_corticosteroids(betamethasone);systemic_corticosteroids(short_course_prednisolone);antihistamines,neomycin_creams(common_sensitizer);benzocaine,4,Often_due_to_topical_antibiotics_or_anesthetics;discontinue_suspect_agent
L24.1,irritant_contact_dermatitis_oils_greases,emollients;barrier_creams;topical_corticosteroids,solvents_for_cleaning_skin(worsens_irritation),3,Occupational_history_important;protective_clothing_and_gloves
L25.0,unspecified_contact_dermatitis_cosmetics,mild_to_moderate_topical_steroids;emollients;soap_substitutes,exfoliants;astringents,3,Empirical_withdrawal_of_all_cosmetics;reintroduce_one_by_one
L26,exfoliative_dermatitis,systemic_corticosteroids;emollients(liberal_use);antihistamines;IV_fluids,potential_drug_triggers(allopurinol_sulfas_anticonvulsants),5,Erythroderma;monitor_temperature_regulation_and_fluid_balance;cardiac_failure_risk
L28.1,prurigo_nodularis,potent_topical_corticosteroids(clobetasol);intralesional_steroids(triamcinolone);sedating_antihistamines(hydroxyzine),low_potency_steroids(ineffective),4,Chronic_itch_scratch_cycle;psychological_component_common;occlusive_dressings_help
L29.0,pruritus_ani,barrier_creams(zinc_oxide);mild_corticosteroids(hydrocortisone);antifungals(if_indicated),potent_steroids(skin_atrophy_in_intertriginous_area);irritant_soaps,3,Hygiene_optimization_gentle_cleaning;rule_out_worms_or_hemorrhoids
L30.1,dyshidrosis,potent_topical_corticosteroids(clobetasol);potassium_permanganate_soaks;emollients,frequent_soap_handwashing,3,Vesicles_on_palms_soles;stress_and_heat_aggravate;exclude_fungal_infection
L30.4,erythema_intertrigo,topical_antifungals(clotrimazole_cream_or_powder);mild_topical_steroids;barrier_creams,potent_steroids;ointments(trap_moisture),3,Skin_fold_inflammation;keep_dry;separate_skin_surfaces
L30.5,pityriasis_alba,emollients;mild_topical_steroids(hydrocortisone);calcineurin_inhibitors,antifungals(misdiagnosis_as_tinea),3,Post_inflammatory_hypopigmentation;sun_protection_minimizes_contrast;common_in_children
L40.0,psoriasis_vulgaris,topical_corticosteroids(betamethasone);vitamin_D_analogues(calcipotriol);keratolytics(salicylic_acid),systemic_corticosteroids(rebound_pustular_flare);beta_blockers(exacerbation),4,Chronic_plaque_psoriasis;stepwise_management_topical_to_phototherapy_to_systemic
L40.1,generalized_pustular_psoriasis,retinoids(acitretin);cyclosporine;biologics(infliximab_secukinumab),systemic_corticosteroids(precipitating_factor);irritating_topicals,4,Dermatological_emergency;monitor_electrolytes_and_temperature;von_Zumbusch_type
L40.3,pustulosis_palmaris_et_plantaris,superpotent_topical_steroids;systemic_retinoids(acitretin);phototherapy(PUVA),smoking(strong_association_and_worsening),3,Recalcitrant_condition;painful_pustules_on_palms_soles;smoking_cessation_crucial
L40.4,guttate_psoriasis,topical_corticosteroids;phototherapy(UVB);antibiotics(penicillin_V_if_strep_proven),systemic_steroids,3,Often_follows_streptococcal_pharyngitis;favorable_prognosis_in_children
L40.5,arthropathic_psoriasis,NSAIDs(naproxen);DMARDs(methotrexate);biologics(adalimumab),delay_in_DMARD_initiation(joint_damage_risk),4,Evaluate_joints_in_all_psoriasis_patients;multidisciplinary_care
L43.0,hypertrophic_lichen_planus,potent_topical_corticosteroids(clobetasol);intralesional_steroids;keratolytics,trauma_scratching(Koebner_phenomenon),3,Very_pruritic_verrucous_plaques;shins_common_site;long_treatment_required
L43.2,lichenoid_drug_reaction,topical_corticosteroids;antihistamines;emollients,causative_drugs(ACEI_thiazides_antimalarials_gold),3,Lesions_resemble_lichen_planus;resolves_slowly_after_stopping_drug
L50.0,allergic_urticaria,non_sedating_antihistamines(cetirizine_fexofenadine);systemic_steroids(short_course_severe);H2_blockers,ACE_inhibitors;aspirin;NSAIDs(exacerbation),4,Identify_trigger_food_drug_insect;monitor_for_anaphylaxis
L50.1,idiopathic_urticaria,antihistamines(up_to_4x_dose_fexofenadine_loratadine);leukotriene_antagonists;omalizumab,narcotics(mast_cell_degranulation),4,Chronic_if_over_6_weeks;investigate_thyroid_autoimmunity_infection
L50.2,urticaria_cold_heat,antihistamines(cyproheptadine_for_cold);desensitization_protocols,cold_water_immersion(anaphylaxis_risk_in_cold_urticaria),3,Physical_urticaria;avoidance_of_temperature_extremes;ice_cube_test_diagnosis
L51.1,bullous_erythema_multiforme,topical_corticosteroids;antihistamines;antivirals(acyclovir_if_HSV_associated),sulfonamides(common_trigger),4,Target_lesions;HSV_common_cause;assess_mucosal_involvement
L51.2,toxic_epidermal_necrolysis,IV_fluids;analgesics(morphine);IVIG;cyclosporine,causative_drugs(anticonvulsants_allopurinol_sulfas);corticosteroids(increased_mortality_risk),6,Medical_emergency;>30%_BSA_detachment;manage_in_burn_unit
L55.0,sunburn_first_degree,emollients(aloe_vera);NSAIDs(ibuprofen);topical_corticosteroids(hydrocortisone),local_anesthetics(benzocaine_sensitization_risk),3,Erythema_pain;hydration;sun_avoidance
L60.0,ingrowing_nail,antibiotics(cephalexin_if_infected);analgesics;topical_antiseptics,systemic_antibiotics_without_procedure(if_chronic),3,Partial_nail_avulsion_definitive_treatment;proper_nail_trimming_education
